deep_seq	shallow_seq
MFD03044	MFD02380
MFD03044	MFD02541
MFD03044	MFD02725
MFD03044	MFD03044
MFD03044	MFD03092
MFD03044	MFD04445
MFD03044	MFD04799
MFD03044	MFD04936
MFD03044	MFD05512
MFD03044	MFD05515
MFD03044	MFD05565
MFD03044	MFD05575
MFD03044	MFD05616
MFD03044	MFD05623
MFD03044	MFD05810
MFD03044	MFD05938
MFD03044	MFD06091
MFD03044	MFD06092
MFD03044	MFD06216
MFD03044	MFD06435
MFD03044	MFD06481
MFD03044	MFD06593
MFD03044	MFD06790
MFD03044	MFD09225
MFD03044	MFD09277
MFD03044	MFD09455
MFD03044	MFD09551
MFD03044	MFD09567
MFD03044	MFD09665
MFD03066	MFD00384
MFD03066	MFD00402
MFD03066	MFD00570
MFD03066	MFD00665
MFD03066	MFD00772
MFD03066	MFD00851
MFD03066	MFD01254
MFD03066	MFD01281
MFD03066	MFD01663
MFD03066	MFD02360
MFD03066	MFD02750
MFD03066	MFD02779
MFD03066	MFD02985
MFD03066	MFD03567
MFD03066	MFD03573
MFD03066	MFD03575
MFD03066	MFD03583
MFD03066	MFD03588
MFD03066	MFD03718
MFD03066	MFD03888
MFD03066	MFD03903
MFD03066	MFD04005
MFD03066	MFD04144
MFD03066	MFD04211
MFD03066	MFD04260
MFD03066	MFD04288
MFD03066	MFD04296
MFD03066	MFD04315
MFD03066	MFD05142
MFD03066	MFD05251
MFD03066	MFD06107
MFD03066	MFD06159
MFD03066	MFD06268
MFD03066	MFD06846
MFD03066	MFD07533
MFD03066	MFD07942
MFD03066	MFD08204
MFD03066	MFD08953
MFD03066	MFD08972
MFD03066	MFD09410
MFD03066	MFD09744
MFD03066	MFD09808
MFD03066	MFD09914
MFD03066	MFD10020
MFD03066	MFD10028
MFD03066	MFD10034
MFD03066	MFD10046
MFD03066	MFD10055
MFD03066	MFD10111
MFD03066	MFD10600
MFD03250	MFD00951
MFD03250	MFD01099
MFD03250	MFD01210
MFD03250	MFD02168
MFD03250	MFD02324
MFD03250	MFD02418
MFD03250	MFD02883
MFD03250	MFD03250
MFD03250	MFD03251
MFD03250	MFD03252
MFD03250	MFD03254
MFD03250	MFD03255
MFD03250	MFD03256
MFD03250	MFD03257
MFD03250	MFD03258
MFD03250	MFD03260
MFD03250	MFD03263
MFD03250	MFD03265
MFD03250	MFD03693
MFD03250	MFD04454
MFD03250	MFD04551
MFD03250	MFD04800
MFD03250	MFD04841
MFD03250	MFD05476
MFD03250	MFD05484
MFD03250	MFD10200
MFD03250	MFD10201
MFD03250	MFD10209
MFD03250	MFD10223
MFD03250	MFD10224
MFD03250	MFD10227
MFD03250	MFD10231
MFD03250	MFD10235
MFD03250	MFD10239
MFD03250	MFD10241
MFD03250	MFD10242
MFD03250	MFD10245
MFD03250	MFD10249
MFD03250	MFD10250
MFD03250	MFD10253
MFD03250	MFD10264
MFD03250	MFD10267
MFD03250	MFD10269
MFD03250	MFD10273
MFD03250	MFD10287
MFD03250	MFD10299
MFD03250	MFD10311
MFD03250	MFD10352
MFD03250	MFD10356
MFD03250	MFD10362
MFD03323	MFD00041
MFD03323	MFD00070
MFD03323	MFD00112
MFD03323	MFD00128
MFD03323	MFD00256
MFD03323	MFD00287
MFD03323	MFD00308
MFD03323	MFD00356
MFD03323	MFD00432
MFD03323	MFD00952
MFD03323	MFD00969
MFD03323	MFD00971
MFD03323	MFD01159
MFD03323	MFD01192
MFD03323	MFD01528
MFD03323	MFD01828
MFD03323	MFD01947
MFD03323	MFD02299
MFD03323	MFD02359
MFD03323	MFD02541
MFD03323	MFD02889
MFD03323	MFD03044
MFD03323	MFD03092
MFD03323	MFD04658
MFD03323	MFD04737
MFD03323	MFD04799
MFD03323	MFD04829
MFD03323	MFD04908
MFD03323	MFD04941
MFD03323	MFD04943
MFD03323	MFD05512
MFD03323	MFD05515
MFD03323	MFD05565
MFD03323	MFD05575
MFD03323	MFD05623
MFD03323	MFD06091
MFD03323	MFD06333
MFD03323	MFD06414
MFD03323	MFD06429
MFD03323	MFD06481
MFD03323	MFD06544
MFD03323	MFD06593
MFD03323	MFD06790
MFD03323	MFD09193
MFD03323	MFD09225
MFD03323	MFD09277
MFD03323	MFD09352
MFD03323	MFD09455
MFD03323	MFD09567
MFD03323	MFD09659
MFD03346	MFD00125
MFD03346	MFD00600
MFD03346	MFD00698
MFD03346	MFD00745
MFD03346	MFD00953
MFD03346	MFD01264
MFD03346	MFD01279
MFD03346	MFD01910
MFD03346	MFD02173
MFD03346	MFD02386
MFD03346	MFD02492
MFD03346	MFD03305
MFD03346	MFD03309
MFD03346	MFD03346
MFD03346	MFD03383
MFD03346	MFD03388
MFD03346	MFD03612
MFD03346	MFD03955
MFD03346	MFD04427
MFD03346	MFD04779
MFD03346	MFD05452
MFD03346	MFD06078
MFD03346	MFD06092
MFD03346	MFD06154
MFD03346	MFD06199
MFD03346	MFD06279
MFD03346	MFD06412
MFD03346	MFD06441
MFD03346	MFD06484
MFD03346	MFD06527
MFD03346	MFD06561
MFD03346	MFD06573
MFD03346	MFD06582
MFD03346	MFD06603
MFD03346	MFD06657
MFD03346	MFD06937
MFD03346	MFD09192
MFD03346	MFD09204
MFD03346	MFD09214
MFD03346	MFD09232
MFD03346	MFD09233
MFD03346	MFD09237
MFD03346	MFD09240
MFD03346	MFD09247
MFD03346	MFD09254
MFD03346	MFD09274
MFD03346	MFD09289
MFD03346	MFD09292
MFD03346	MFD09471
MFD03346	MFD09724
MFD03399	MFD00144
MFD03399	MFD00145
MFD03399	MFD00156
MFD03399	MFD00256
MFD03399	MFD00265
MFD03399	MFD00266
MFD03399	MFD00289
MFD03399	MFD00292
MFD03399	MFD00295
MFD03399	MFD00344
MFD03399	MFD00501
MFD03399	MFD00650
MFD03399	MFD00855
MFD03399	MFD00903
MFD03399	MFD00944
MFD03399	MFD00950
MFD03399	MFD01145
MFD03399	MFD01192
MFD03399	MFD01268
MFD03399	MFD01294
MFD03399	MFD01295
MFD03399	MFD01317
MFD03399	MFD01341
MFD03399	MFD01408
MFD03399	MFD01633
MFD03399	MFD02379
MFD03399	MFD02426
MFD03399	MFD02578
MFD03399	MFD02955
MFD03399	MFD03399
MFD03399	MFD03400
MFD03399	MFD03649
MFD03399	MFD03800
MFD03399	MFD04796
MFD03399	MFD04927
MFD03399	MFD04981
MFD03399	MFD05565
MFD03399	MFD05719
MFD03399	MFD05749
MFD03399	MFD06118
MFD03399	MFD06133
MFD03399	MFD06408
MFD03399	MFD06420
MFD03399	MFD06592
MFD03399	MFD06611
MFD03399	MFD09213
MFD03399	MFD09220
MFD03399	MFD09361
MFD03399	MFD09637
MFD03399	MFD09659
MFD03551	MFD03538
MFD03551	MFD03539
MFD03551	MFD03550
MFD03551	MFD03595
MFD03551	MFD03663
MFD03551	MFD03677
MFD03551	MFD04867
MFD03551	MFD04914
MFD03551	MFD10204
MFD03551	MFD10213
MFD03551	MFD10216
MFD03551	MFD10219
MFD03551	MFD10220
MFD03551	MFD10221
MFD03551	MFD10222
MFD03551	MFD10227
MFD03551	MFD10233
MFD03551	MFD10234
MFD03551	MFD10236
MFD03551	MFD10240
MFD03551	MFD10242
MFD03551	MFD10243
MFD03551	MFD10244
MFD03551	MFD10248
MFD03551	MFD10251
MFD03551	MFD10252
MFD03551	MFD10257
MFD03551	MFD10260
MFD03551	MFD10262
MFD03551	MFD10263
MFD03551	MFD10264
MFD03551	MFD10270
MFD03551	MFD10274
MFD03551	MFD10281
MFD03551	MFD10293
MFD03551	MFD10301
MFD03551	MFD10302
MFD03551	MFD10307
MFD03551	MFD10310
MFD03551	MFD10311
MFD03551	MFD10312
MFD03551	MFD10328
MFD03551	MFD10348
MFD03551	MFD10350
MFD03551	MFD10352
MFD03551	MFD10355
MFD03551	MFD10359
MFD03551	MFD10361
MFD03551	MFD10362
MFD03551	MFD10363
MFD03602	MFD00025
MFD03602	MFD00300
MFD03602	MFD00400
MFD03602	MFD00476
MFD03602	MFD00479
MFD03602	MFD00495
MFD03602	MFD00772
MFD03602	MFD00940
MFD03602	MFD01216
MFD03602	MFD01468
MFD03602	MFD01524
MFD03602	MFD01916
MFD03602	MFD02360
MFD03602	MFD02779
MFD03602	MFD03333
MFD03602	MFD03448
MFD03602	MFD03583
MFD03602	MFD03691
MFD03602	MFD03718
MFD03602	MFD04005
MFD03602	MFD04211
MFD03602	MFD04297
MFD03602	MFD04315
MFD03602	MFD04397
MFD03602	MFD04415
MFD03602	MFD04531
MFD03602	MFD04582
MFD03602	MFD04880
MFD03602	MFD04924
MFD03602	MFD05516
MFD03602	MFD05567
MFD03602	MFD06159
MFD03602	MFD06254
MFD03602	MFD06268
MFD03602	MFD06730
MFD03602	MFD06781
MFD03602	MFD06899
MFD03602	MFD08204
MFD03602	MFD09212
MFD03602	MFD09342
MFD03602	MFD09461
MFD03602	MFD09744
MFD03602	MFD09764
MFD03602	MFD09914
MFD03602	MFD10009
MFD03602	MFD10034
MFD03602	MFD10046
MFD03602	MFD10055
MFD03602	MFD10147
MFD03602	MFD10600
MFD03638	MFD00249
MFD03638	MFD00449
MFD03638	MFD00685
MFD03638	MFD00927
MFD03638	MFD01078
MFD03638	MFD01458
MFD03638	MFD01628
MFD03638	MFD01895
MFD03638	MFD01920
MFD03638	MFD02233
MFD03638	MFD02264
MFD03638	MFD02304
MFD03638	MFD02489
MFD03638	MFD02598
MFD03638	MFD02754
MFD03638	MFD02827
MFD03638	MFD02848
MFD03638	MFD02930
MFD03638	MFD02938
MFD03638	MFD02960
MFD03638	MFD03531
MFD03638	MFD03558
MFD03638	MFD03563
MFD03638	MFD03638
MFD03638	MFD03759
MFD03638	MFD03830
MFD03638	MFD04301
MFD03638	MFD04314
MFD03638	MFD04406
MFD03638	MFD04709
MFD03638	MFD04823
MFD03638	MFD05081
MFD03638	MFD05285
MFD03638	MFD05799
MFD03638	MFD05925
MFD03638	MFD06348
MFD03638	MFD06553
MFD03638	MFD06686
MFD03638	MFD07520
MFD03638	MFD07636
MFD03638	MFD07870
MFD03638	MFD07888
MFD03638	MFD07993
MFD03638	MFD08231
MFD03638	MFD08243
MFD03638	MFD08953
MFD03638	MFD08969
MFD03638	MFD09177
MFD03638	MFD09626
MFD03638	MFD09792
MFD03726	MFD00092
MFD03726	MFD00104
MFD03726	MFD00111
MFD03726	MFD00112
MFD03726	MFD00113
MFD03726	MFD00273
MFD03726	MFD00412
MFD03726	MFD00852
MFD03726	MFD01124
MFD03726	MFD01188
MFD03726	MFD01299
MFD03726	MFD01865
MFD03726	MFD01866
MFD03726	MFD01919
MFD03726	MFD02530
MFD03726	MFD02672
MFD03726	MFD02725
MFD03726	MFD03021
MFD03726	MFD03772
MFD03726	MFD03915
MFD03726	MFD04492
MFD03726	MFD04899
MFD03726	MFD05616
MFD03726	MFD05810
MFD03726	MFD05938
MFD03726	MFD06435
MFD03726	MFD06790
MFD03726	MFD06947
MFD03726	MFD06949
MFD03726	MFD06960
MFD03726	MFD09594
MFD03804	MFD00100
MFD03804	MFD00116
MFD03804	MFD00612
MFD03804	MFD00751
MFD03804	MFD01227
MFD03804	MFD01352
MFD03804	MFD02285
MFD03804	MFD02415
MFD03804	MFD03663
MFD03804	MFD03671
MFD03804	MFD03894
MFD03804	MFD04317
MFD03804	MFD04810
MFD03804	MFD04841
MFD03804	MFD04867
MFD03804	MFD04948
MFD03804	MFD10204
MFD03804	MFD10206
MFD03804	MFD10207
MFD03804	MFD10219
MFD03804	MFD10222
MFD03804	MFD10225
MFD03804	MFD10229
MFD03804	MFD10232
MFD03804	MFD10233
MFD03804	MFD10234
MFD03804	MFD10238
MFD03804	MFD10247
MFD03804	MFD10251
MFD03804	MFD10257
MFD03804	MFD10260
MFD03804	MFD10262
MFD03804	MFD10263
MFD03804	MFD10264
MFD03804	MFD10270
MFD03804	MFD10271
MFD03804	MFD10273
MFD03804	MFD10274
MFD03804	MFD10288
MFD03804	MFD10292
MFD03804	MFD10306
MFD03804	MFD10314
MFD03804	MFD10317
MFD03804	MFD10326
MFD03804	MFD10337
MFD03804	MFD10340
MFD03804	MFD10351
MFD03804	MFD10356
MFD03804	MFD10362
MFD03804	MFD10363
MFD03899	MFD00089
MFD03899	MFD00998
MFD03899	MFD01517
MFD03899	MFD01687
MFD03899	MFD01745
MFD03899	MFD02131
MFD03899	MFD02257
MFD03899	MFD02269
MFD03899	MFD02681
MFD03899	MFD02770
MFD03899	MFD02787
MFD03899	MFD02820
MFD03899	MFD02829
MFD03899	MFD02975
MFD03899	MFD02988
MFD03899	MFD03019
MFD03899	MFD03042
MFD03899	MFD03085
MFD03899	MFD03632
MFD03899	MFD03653
MFD03899	MFD03661
MFD03899	MFD03719
MFD03899	MFD03720
MFD03899	MFD03727
MFD03899	MFD03731
MFD03899	MFD03750
MFD03899	MFD03774
MFD03899	MFD03778
MFD03899	MFD03817
MFD03899	MFD03853
MFD03899	MFD03887
MFD03899	MFD03892
MFD03899	MFD03899
MFD03899	MFD03907
MFD03899	MFD03921
MFD03899	MFD03929
MFD03899	MFD04299
MFD03899	MFD04325
MFD03899	MFD04354
MFD03899	MFD04362
MFD03899	MFD04475
MFD03899	MFD04480
MFD03899	MFD04691
MFD03899	MFD04980
MFD03899	MFD05548
MFD03899	MFD05626
MFD03899	MFD06950
MFD03899	MFD06985
MFD03899	MFD09981
MFD03899	MFD10019
MFD03975	MFD00445
MFD03975	MFD00561
MFD03975	MFD01250
MFD03975	MFD01438
MFD03975	MFD01604
MFD03975	MFD01757
MFD03975	MFD01803
MFD03975	MFD02267
MFD03975	MFD02296
MFD03975	MFD02311
MFD03975	MFD02348
MFD03975	MFD02769
MFD03975	MFD02830
MFD03975	MFD02991
MFD03975	MFD03073
MFD03975	MFD03090
MFD03975	MFD03349
MFD03975	MFD03580
MFD03975	MFD03584
MFD03975	MFD03585
MFD03975	MFD03589
MFD03975	MFD03598
MFD03975	MFD03647
MFD03975	MFD03650
MFD03975	MFD03791
MFD03975	MFD03812
MFD03975	MFD03845
MFD03975	MFD03906
MFD03975	MFD03920
MFD03975	MFD03975
MFD03975	MFD04070
MFD03975	MFD04208
MFD03975	MFD04310
MFD03975	MFD04642
MFD03975	MFD04702
MFD03975	MFD04957
MFD03975	MFD05458
MFD03975	MFD05783
MFD03975	MFD06102
MFD03975	MFD06107
MFD03975	MFD06237
MFD03975	MFD06436
MFD03975	MFD06685
MFD03975	MFD06694
MFD03975	MFD07009
MFD03975	MFD09584
MFD03975	MFD09995
MFD03975	MFD10078
MFD03975	MFD10079
MFD03975	MFD10636
MFD04212	MFD00020
MFD04212	MFD00251
MFD04212	MFD00478
MFD04212	MFD00479
MFD04212	MFD00665
MFD04212	MFD00675
MFD04212	MFD00676
MFD04212	MFD00707
MFD04212	MFD00772
MFD04212	MFD01139
MFD04212	MFD01216
MFD04212	MFD01278
MFD04212	MFD01468
MFD04212	MFD01485
MFD04212	MFD01663
MFD04212	MFD01750
MFD04212	MFD01916
MFD04212	MFD02280
MFD04212	MFD02599
MFD04212	MFD03014
MFD04212	MFD03553
MFD04212	MFD03554
MFD04212	MFD03556
MFD04212	MFD03577
MFD04212	MFD03583
MFD04212	MFD03588
MFD04212	MFD03600
MFD04212	MFD03647
MFD04212	MFD03827
MFD04212	MFD04358
MFD04212	MFD04397
MFD04212	MFD04531
MFD04212	MFD04854
MFD04212	MFD04935
MFD04212	MFD05363
MFD04212	MFD05376
MFD04212	MFD05516
MFD04212	MFD07490
MFD04212	MFD07533
MFD04212	MFD08508
MFD04212	MFD09212
MFD04212	MFD09342
MFD04212	MFD09461
MFD04212	MFD09500
MFD04212	MFD09716
MFD04212	MFD09744
MFD04212	MFD09803
MFD04212	MFD09808
MFD04212	MFD09818
MFD04212	MFD09905
MFD04408	MFD00104
MFD04408	MFD00113
MFD04408	MFD00726
MFD04408	MFD01666
MFD04408	MFD01683
MFD04408	MFD02273
MFD04408	MFD02286
MFD04408	MFD02307
MFD04408	MFD02339
MFD04408	MFD02341
MFD04408	MFD02350
MFD04408	MFD02530
MFD04408	MFD02672
MFD04408	MFD02681
MFD04408	MFD02701
MFD04408	MFD02842
MFD04408	MFD02954
MFD04408	MFD02999
MFD04408	MFD03047
MFD04408	MFD03096
MFD04408	MFD03098
MFD04408	MFD03623
MFD04408	MFD03731
MFD04408	MFD03802
MFD04408	MFD03833
MFD04408	MFD03960
MFD04408	MFD04207
MFD04408	MFD04219
MFD04408	MFD04250
MFD04408	MFD04354
MFD04408	MFD04381
MFD04408	MFD04475
MFD04408	MFD04490
MFD04408	MFD04527
MFD04408	MFD04536
MFD04408	MFD04544
MFD04408	MFD04638
MFD04408	MFD04678
MFD04408	MFD04685
MFD04408	MFD04691
MFD04408	MFD06960
MFD04408	MFD06962
MFD04408	MFD06967
MFD04408	MFD06971
MFD04408	MFD06972
MFD04408	MFD06974
MFD04408	MFD09336
MFD04408	MFD09378
MFD04408	MFD09531
MFD04408	MFD09910
MFD04428	MFD00008
MFD04428	MFD00143
MFD04428	MFD00150
MFD04428	MFD00152
MFD04428	MFD00253
MFD04428	MFD00263
MFD04428	MFD00278
MFD04428	MFD00279
MFD04428	MFD00288
MFD04428	MFD00291
MFD04428	MFD00294
MFD04428	MFD00432
MFD04428	MFD00438
MFD04428	MFD00439
MFD04428	MFD00446
MFD04428	MFD00732
MFD04428	MFD00969
MFD04428	MFD01024
MFD04428	MFD01032
MFD04428	MFD01101
MFD04428	MFD01320
MFD04428	MFD01339
MFD04428	MFD01449
MFD04428	MFD01504
MFD04428	MFD01788
MFD04428	MFD01794
MFD04428	MFD01835
MFD04428	MFD02143
MFD04428	MFD02163
MFD04428	MFD02600
MFD04428	MFD02950
MFD04428	MFD03723
MFD04428	MFD04240
MFD04428	MFD04445
MFD04428	MFD04559
MFD04428	MFD04825
MFD04428	MFD05542
MFD04428	MFD05588
MFD04428	MFD05716
MFD04428	MFD06000
MFD04428	MFD06069
MFD04428	MFD06082
MFD04428	MFD06206
MFD04428	MFD06213
MFD04428	MFD06218
MFD04428	MFD06481
MFD04428	MFD06484
MFD04428	MFD06561
MFD04428	MFD06590
MFD04428	MFD09247
MFD04434	MFD00137
MFD04434	MFD00257
MFD04434	MFD00280
MFD04434	MFD00297
MFD04434	MFD00313
MFD04434	MFD00344
MFD04434	MFD00731
MFD04434	MFD00855
MFD04434	MFD00961
MFD04434	MFD00968
MFD04434	MFD00970
MFD04434	MFD01010
MFD04434	MFD01285
MFD04434	MFD01343
MFD04434	MFD01408
MFD04434	MFD01498
MFD04434	MFD01633
MFD04434	MFD01703
MFD04434	MFD01705
MFD04434	MFD01765
MFD04434	MFD01778
MFD04434	MFD02167
MFD04434	MFD02453
MFD04434	MFD04478
MFD04434	MFD04516
MFD04434	MFD04796
MFD04434	MFD04891
MFD04434	MFD04901
MFD04434	MFD04927
MFD04434	MFD05049
MFD04434	MFD05382
MFD04434	MFD05453
MFD04434	MFD05669
MFD04434	MFD05711
MFD04434	MFD06118
MFD04434	MFD06173
MFD04434	MFD06464
MFD04434	MFD06513
MFD04434	MFD06571
MFD04434	MFD06574
MFD04434	MFD06578
MFD04434	MFD06591
MFD04434	MFD06600
MFD04434	MFD06611
MFD04434	MFD06651
MFD04434	MFD06660
MFD04434	MFD06703
MFD04434	MFD09463
MFD04434	MFD10841
MFD04434	MFD10964
MFD04463	MFD00055
MFD04463	MFD00265
MFD04463	MFD00271
MFD04463	MFD00279
MFD04463	MFD00289
MFD04463	MFD00292
MFD04463	MFD00297
MFD04463	MFD00344
MFD04463	MFD00350
MFD04463	MFD00731
MFD04463	MFD01023
MFD04463	MFD01088
MFD04463	MFD01285
MFD04463	MFD01317
MFD04463	MFD01408
MFD04463	MFD01422
MFD04463	MFD01460
MFD04463	MFD01557
MFD04463	MFD01633
MFD04463	MFD01766
MFD04463	MFD02167
MFD04463	MFD02244
MFD04463	MFD02252
MFD04463	MFD02379
MFD04463	MFD02386
MFD04463	MFD02453
MFD04463	MFD02671
MFD04463	MFD03612
MFD04463	MFD03962
MFD04463	MFD04374
MFD04463	MFD04427
MFD04463	MFD04478
MFD04463	MFD04516
MFD04463	MFD04738
MFD04463	MFD04862
MFD04463	MFD04901
MFD04463	MFD05373
MFD04463	MFD05432
MFD04463	MFD05449
MFD04463	MFD05466
MFD04463	MFD05532
MFD04463	MFD05712
MFD04463	MFD05757
MFD04463	MFD06161
MFD04463	MFD06173
MFD04463	MFD06518
MFD04463	MFD06703
MFD04463	MFD09356
MFD04463	MFD09471
MFD04463	MFD10667
MFD04492	MFD00092
MFD04492	MFD00093
MFD04492	MFD00095
MFD04492	MFD00104
MFD04492	MFD00111
MFD04492	MFD00112
MFD04492	MFD00113
MFD04492	MFD00273
MFD04492	MFD00306
MFD04492	MFD00412
MFD04492	MFD00852
MFD04492	MFD00921
MFD04492	MFD01124
MFD04492	MFD01128
MFD04492	MFD01188
MFD04492	MFD01299
MFD04492	MFD01525
MFD04492	MFD01567
MFD04492	MFD01689
MFD04492	MFD01840
MFD04492	MFD01865
MFD04492	MFD01866
MFD04492	MFD02138
MFD04492	MFD02204
MFD04492	MFD02222
MFD04492	MFD02530
MFD04492	MFD02681
MFD04492	MFD02725
MFD04492	MFD02961
MFD04492	MFD03021
MFD04492	MFD03044
MFD04492	MFD03623
MFD04492	MFD03657
MFD04492	MFD03772
MFD04492	MFD03782
MFD04492	MFD03915
MFD04492	MFD03934
MFD04492	MFD04492
MFD04492	MFD04536
MFD04492	MFD04899
MFD04492	MFD04928
MFD04492	MFD05616
MFD04492	MFD05938
MFD04492	MFD06435
MFD04492	MFD06947
MFD04492	MFD06949
MFD04492	MFD06960
MFD04492	MFD09434
MFD04492	MFD09455
MFD04492	MFD09594
MFD04540	MFD00262
MFD04540	MFD00280
MFD04540	MFD00289
MFD04540	MFD00292
MFD04540	MFD00344
MFD04540	MFD00350
MFD04540	MFD00598
MFD04540	MFD00863
MFD04540	MFD00903
MFD04540	MFD00968
MFD04540	MFD00970
MFD04540	MFD01088
MFD04540	MFD01131
MFD04540	MFD01137
MFD04540	MFD01156
MFD04540	MFD01264
MFD04540	MFD01344
MFD04540	MFD01408
MFD04540	MFD01470
MFD04540	MFD01482
MFD04540	MFD01501
MFD04540	MFD01705
MFD04540	MFD01805
MFD04540	MFD01908
MFD04540	MFD02426
MFD04540	MFD02469
MFD04540	MFD02801
MFD04540	MFD04437
MFD04540	MFD04448
MFD04540	MFD04478
MFD04540	MFD04516
MFD04540	MFD04521
MFD04540	MFD04587
MFD04540	MFD05408
MFD04540	MFD05432
MFD04540	MFD05449
MFD04540	MFD05757
MFD04540	MFD06078
MFD04540	MFD06142
MFD04540	MFD06161
MFD04540	MFD06591
MFD04540	MFD09330
MFD04540	MFD09390
MFD04540	MFD09403
MFD04540	MFD09457
MFD04540	MFD09471
MFD04540	MFD09517
MFD04540	MFD09562
MFD04540	MFD09671
MFD04540	MFD10841
MFD04570	MFD00008
MFD04570	MFD00041
MFD04570	MFD00271
MFD04570	MFD00290
MFD04570	MFD00440
MFD04570	MFD00760
MFD04570	MFD00952
MFD04570	MFD00969
MFD04570	MFD01317
MFD04570	MFD01421
MFD04570	MFD01509
MFD04570	MFD01557
MFD04570	MFD01756
MFD04570	MFD01766
MFD04570	MFD02163
MFD04570	MFD02362
MFD04570	MFD02877
MFD04570	MFD02892
MFD04570	MFD03320
MFD04570	MFD03637
MFD04570	MFD04374
MFD04570	MFD04713
MFD04570	MFD04779
MFD04570	MFD04782
MFD04570	MFD04824
MFD04570	MFD04825
MFD04570	MFD04860
MFD04570	MFD04941
MFD04570	MFD04993
MFD04570	MFD05003
MFD04570	MFD05049
MFD04570	MFD05689
MFD04570	MFD05712
MFD04570	MFD05717
MFD04570	MFD05751
MFD04570	MFD06078
MFD04570	MFD06092
MFD04570	MFD06143
MFD04570	MFD06191
MFD04570	MFD06216
MFD04570	MFD06414
MFD04570	MFD06561
MFD04570	MFD06574
MFD04570	MFD06611
MFD04570	MFD09233
MFD04570	MFD09237
MFD04570	MFD09254
MFD04570	MFD09508
MFD04570	MFD09627
MFD04570	MFD09774
MFD04580	MFD00044
MFD04580	MFD00048
MFD04580	MFD00062
MFD04580	MFD00088
MFD04580	MFD00367
MFD04580	MFD00509
MFD04580	MFD00556
MFD04580	MFD00705
MFD04580	MFD00743
MFD04580	MFD00900
MFD04580	MFD01071
MFD04580	MFD01246
MFD04580	MFD01378
MFD04580	MFD01453
MFD04580	MFD01514
MFD04580	MFD01590
MFD04580	MFD01688
MFD04580	MFD01791
MFD04580	MFD01929
MFD04580	MFD02171
MFD04580	MFD02801
MFD04580	MFD03014
MFD04580	MFD03321
MFD04580	MFD03682
MFD04580	MFD04562
MFD04580	MFD04580
MFD04580	MFD04636
MFD04580	MFD04719
MFD04580	MFD04751
MFD04580	MFD04910
MFD04580	MFD05557
MFD04580	MFD05608
MFD04580	MFD06106
MFD04580	MFD06663
MFD04580	MFD06706
MFD04580	MFD06767
MFD04580	MFD06830
MFD04580	MFD09383
MFD04580	MFD09422
MFD04580	MFD09446
MFD04580	MFD09477
MFD04580	MFD09687
MFD04580	MFD09818
MFD04580	MFD10145
MFD04580	MFD10194
MFD04580	MFD10667
MFD04580	MFD10669
MFD04580	MFD10672
MFD04580	MFD10683
MFD04580	MFD10692
MFD04651	MFD00216
MFD04651	MFD00462
MFD04651	MFD00697
MFD04651	MFD00749
MFD04651	MFD01176
MFD04651	MFD01530
MFD04651	MFD01542
MFD04651	MFD01562
MFD04651	MFD01563
MFD04651	MFD01609
MFD04651	MFD01629
MFD04651	MFD01634
MFD04651	MFD01660
MFD04651	MFD01674
MFD04651	MFD01781
MFD04651	MFD02730
MFD04651	MFD02817
MFD04651	MFD02945
MFD04651	MFD03575
MFD04651	MFD03660
MFD04651	MFD03735
MFD04651	MFD03743
MFD04651	MFD04604
MFD04651	MFD04605
MFD04651	MFD04606
MFD04651	MFD04609
MFD04651	MFD04618
MFD04651	MFD04623
MFD04651	MFD04626
MFD04651	MFD04637
MFD04651	MFD04649
MFD04651	MFD04651
MFD04651	MFD04652
MFD04651	MFD04653
MFD04651	MFD04662
MFD04651	MFD04666
MFD04651	MFD04674
MFD04651	MFD04679
MFD04651	MFD04682
MFD04651	MFD04695
MFD04651	MFD04709
MFD04651	MFD04712
MFD04651	MFD04718
MFD04651	MFD04874
MFD04651	MFD06286
MFD04651	MFD06669
MFD04651	MFD06752
MFD04651	MFD09554
MFD04651	MFD09686
MFD04651	MFD10184
MFD04716	MFD01441
MFD04716	MFD01644
MFD04716	MFD02225
MFD04716	MFD02257
MFD04716	MFD02288
MFD04716	MFD02305
MFD04716	MFD02337
MFD04716	MFD02567
MFD04716	MFD02583
MFD04716	MFD02692
MFD04716	MFD02733
MFD04716	MFD02735
MFD04716	MFD02747
MFD04716	MFD02749
MFD04716	MFD02763
MFD04716	MFD02794
MFD04716	MFD02829
MFD04716	MFD02842
MFD04716	MFD02975
MFD04716	MFD02976
MFD04716	MFD02981
MFD04716	MFD02982
MFD04716	MFD02998
MFD04716	MFD03000
MFD04716	MFD03011
MFD04716	MFD03012
MFD04716	MFD03047
MFD04716	MFD03050
MFD04716	MFD03070
MFD04716	MFD03629
MFD04716	MFD03719
MFD04716	MFD03750
MFD04716	MFD03771
MFD04716	MFD03783
MFD04716	MFD03799
MFD04716	MFD03821
MFD04716	MFD03892
MFD04716	MFD03907
MFD04716	MFD03921
MFD04716	MFD03930
MFD04716	MFD03979
MFD04716	MFD04299
MFD04716	MFD04346
MFD04716	MFD04672
MFD04716	MFD06847
MFD04716	MFD06964
MFD04716	MFD06971
MFD04716	MFD09600
MFD04716	MFD09878
MFD04716	MFD10014
MFD04752	MFD00007
MFD04752	MFD00015
MFD04752	MFD00078
MFD04752	MFD00082
MFD04752	MFD00086
