deep_seq	shallow_seq
MFD01561	MFD01568
MFD01561	MFD01592
MFD01561	MFD01628
MFD01561	MFD01629
MFD01561	MFD01634
MFD01561	MFD01674
MFD01561	MFD01677
MFD01561	MFD01824
MFD01561	MFD01913
MFD01561	MFD02216
MFD01561	MFD02394
MFD01561	MFD02721
MFD01561	MFD02740
MFD01561	MFD02903
MFD01561	MFD03575
MFD01561	MFD03580
MFD01561	MFD04005
MFD01561	MFD04036
MFD01561	MFD04087
MFD01561	MFD04231
MFD01561	MFD04609
MFD01561	MFD04651
MFD01561	MFD04674
MFD01561	MFD04814
MFD01561	MFD05094
MFD01561	MFD05294
MFD01561	MFD05334
MFD01561	MFD05486
MFD01561	MFD06299
MFD01561	MFD06305
MFD01561	MFD06348
MFD01561	MFD06669
MFD01561	MFD06728
MFD01561	MFD07006
MFD01561	MFD07131
MFD01561	MFD07968
MFD01561	MFD08488
MFD01561	MFD09602
MFD01561	MFD09756
MFD01561	MFD10184
MFD01633	MFD00262
MFD01633	MFD00289
MFD01633	MFD00292
MFD01633	MFD00350
MFD01633	MFD00595
MFD01633	MFD00617
MFD01633	MFD00855
MFD01633	MFD01029
MFD01633	MFD01137
MFD01633	MFD01145
MFD01633	MFD01317
MFD01633	MFD01343
MFD01633	MFD01409
MFD01633	MFD01422
MFD01633	MFD01597
MFD01633	MFD01633
MFD01633	MFD02124
MFD01633	MFD02167
MFD01633	MFD02244
MFD01633	MFD02252
MFD01633	MFD02453
MFD01633	MFD03612
MFD01633	MFD04437
MFD01633	MFD04460
MFD01633	MFD04478
MFD01633	MFD04516
MFD01633	MFD04796
MFD01633	MFD04905
MFD01633	MFD04927
MFD01633	MFD05373
MFD01633	MFD05453
MFD01633	MFD05712
MFD01633	MFD06081
MFD01633	MFD06120
MFD01633	MFD06133
MFD01633	MFD06173
MFD01633	MFD06214
MFD01633	MFD06453
MFD01633	MFD06478
MFD01633	MFD06505
MFD01633	MFD06513
MFD01633	MFD06542
MFD01633	MFD06578
MFD01633	MFD06591
MFD01633	MFD06651
MFD01633	MFD06703
MFD01633	MFD09301
MFD01633	MFD09667
MFD01633	MFD10067
MFD01633	MFD10841
MFD01689	MFD00007
MFD01689	MFD00015
MFD01689	MFD00041
MFD01689	MFD00069
MFD01689	MFD00078
MFD01689	MFD00082
MFD01689	MFD00086
MFD01689	MFD00104
MFD01689	MFD00253
MFD01689	MFD00273
MFD01689	MFD00306
MFD01689	MFD00308
MFD01689	MFD00329
MFD01689	MFD00412
MFD01689	MFD00673
MFD01689	MFD00852
MFD01689	MFD00863
MFD01689	MFD00887
MFD01689	MFD01146
MFD01689	MFD01155
MFD01689	MFD01188
MFD01689	MFD01192
MFD01689	MFD01223
MFD01689	MFD01418
MFD01689	MFD01567
MFD01689	MFD01689
MFD01689	MFD01828
MFD01689	MFD01836
MFD01689	MFD01857
MFD01689	MFD01908
MFD01689	MFD01910
MFD01689	MFD01919
MFD01689	MFD01921
MFD01689	MFD02380
MFD01689	MFD02961
MFD01689	MFD04429
MFD01689	MFD04521
MFD01689	MFD04813
MFD01689	MFD04899
MFD01689	MFD05512
MFD01689	MFD05938
MFD01689	MFD06414
MFD01689	MFD06435
MFD01689	MFD06481
MFD01689	MFD06593
MFD01689	MFD06949
MFD01689	MFD09530
MFD01689	MFD09551
MFD01689	MFD09594
MFD01689	MFD09665
MFD01716	MFD00026
MFD01716	MFD00056
MFD01716	MFD00256
MFD01716	MFD00313
MFD01716	MFD00731
MFD01716	MFD00760
MFD01716	MFD00863
MFD01716	MFD00952
MFD01716	MFD01010
MFD01716	MFD01023
MFD01716	MFD01192
MFD01716	MFD01317
MFD01716	MFD01409
MFD01716	MFD01421
MFD01716	MFD01422
MFD01716	MFD01509
MFD01716	MFD01616
MFD01716	MFD01765
MFD01716	MFD01766
MFD01716	MFD02124
MFD01716	MFD02167
MFD01716	MFD02252
MFD01716	MFD02453
MFD01716	MFD02892
MFD01716	MFD03637
MFD01716	MFD04201
MFD01716	MFD04374
MFD01716	MFD04516
MFD01716	MFD04713
MFD01716	MFD04738
MFD01716	MFD04835
MFD01716	MFD04862
MFD01716	MFD04901
MFD01716	MFD05049
MFD01716	MFD05373
MFD01716	MFD05382
MFD01716	MFD05389
MFD01716	MFD05432
MFD01716	MFD05547
MFD01716	MFD05656
MFD01716	MFD05717
MFD01716	MFD06122
MFD01716	MFD06182
MFD01716	MFD06216
MFD01716	MFD06513
MFD01716	MFD06611
MFD01716	MFD09312
MFD01716	MFD09574
MFD01716	MFD09637
MFD01716	MFD09667
MFD01721	MFD00138
MFD01721	MFD00377
MFD01721	MFD00390
MFD01721	MFD01045
MFD01721	MFD01085
MFD01721	MFD01646
MFD01721	MFD02208
MFD01721	MFD02520
MFD01721	MFD04032
MFD01721	MFD04076
MFD01721	MFD04125
MFD01721	MFD04323
MFD01721	MFD04783
MFD01721	MFD05140
MFD01721	MFD05141
MFD01721	MFD05157
MFD01721	MFD05162
MFD01721	MFD05231
MFD01721	MFD05249
MFD01721	MFD05252
MFD01721	MFD05261
MFD01721	MFD05285
MFD01721	MFD05306
MFD01721	MFD05337
MFD01721	MFD05412
MFD01721	MFD05524
MFD01721	MFD05562
MFD01721	MFD05667
MFD01721	MFD05698
MFD01721	MFD07108
MFD01721	MFD07151
MFD01721	MFD07278
MFD01721	MFD07368
MFD01721	MFD07431
MFD01721	MFD07728
MFD01721	MFD07870
MFD01721	MFD07993
MFD01721	MFD08198
MFD01721	MFD08247
MFD01721	MFD08316
MFD01721	MFD08442
MFD01721	MFD08444
MFD01721	MFD08625
MFD01721	MFD08919
MFD01721	MFD08945
MFD01721	MFD09024
MFD01721	MFD09159
MFD01721	MFD09702
MFD01721	MFD09710
MFD01721	MFD10020
MFD01828	MFD00007
MFD01828	MFD00015
MFD01828	MFD00070
MFD01828	MFD00078
MFD01828	MFD00082
MFD01828	MFD00086
MFD01828	MFD00128
MFD01828	MFD00256
MFD01828	MFD00287
MFD01828	MFD00308
MFD01828	MFD00329
MFD01828	MFD00356
MFD01828	MFD00432
MFD01828	MFD00673
MFD01828	MFD00863
MFD01828	MFD00949
MFD01828	MFD00971
MFD01828	MFD01159
MFD01828	MFD01192
MFD01828	MFD01633
MFD01828	MFD01703
MFD01828	MFD01805
MFD01828	MFD01828
MFD01828	MFD01836
MFD01828	MFD01921
MFD01828	MFD01947
MFD01828	MFD02380
MFD01828	MFD02541
MFD01828	MFD04429
MFD01828	MFD04521
MFD01828	MFD04737
MFD01828	MFD04799
MFD01828	MFD04813
MFD01828	MFD04835
MFD01828	MFD04936
MFD01828	MFD05512
MFD01828	MFD05515
MFD01828	MFD05605
MFD01828	MFD05623
MFD01828	MFD05752
MFD01828	MFD06078
MFD01828	MFD06481
MFD01828	MFD06593
MFD01828	MFD09455
MFD01828	MFD09530
MFD01828	MFD09551
MFD01828	MFD09567
MFD01828	MFD09592
MFD01828	MFD09629
MFD01828	MFD09665
MFD01872	MFD00092
MFD01872	MFD00106
MFD01872	MFD00143
MFD01872	MFD00152
MFD01872	MFD00276
MFD01872	MFD00278
MFD01872	MFD00412
MFD01872	MFD00439
MFD01872	MFD00446
MFD01872	MFD01129
MFD01872	MFD01320
MFD01872	MFD01339
MFD01872	MFD01525
MFD01872	MFD01586
MFD01872	MFD01656
MFD01872	MFD01745
MFD01872	MFD01772
MFD01872	MFD01788
MFD01872	MFD01858
MFD01872	MFD01865
MFD01872	MFD01866
MFD01872	MFD01870
MFD01872	MFD01873
MFD01872	MFD02143
MFD01872	MFD02228
MFD01872	MFD02950
MFD01872	MFD03052
MFD01872	MFD03823
MFD01872	MFD03837
MFD01872	MFD03911
MFD01872	MFD03915
MFD01872	MFD04459
MFD01872	MFD05542
MFD01872	MFD05637
MFD01872	MFD05778
MFD01872	MFD05810
MFD01872	MFD05858
MFD01872	MFD05934
MFD01872	MFD06000
MFD01872	MFD06035
MFD01872	MFD06082
MFD01872	MFD06109
MFD01872	MFD06206
MFD01872	MFD06213
MFD01872	MFD06218
MFD01872	MFD06222
MFD01872	MFD06274
MFD01872	MFD06435
MFD01872	MFD06506
MFD01872	MFD09247
MFD01916	MFD00479
MFD01916	MFD00555
MFD01916	MFD00570
MFD01916	MFD00665
MFD01916	MFD00675
MFD01916	MFD00676
MFD01916	MFD00772
MFD01916	MFD01110
MFD01916	MFD01139
MFD01916	MFD01216
MFD01916	MFD01485
MFD01916	MFD01663
MFD01916	MFD01750
MFD01916	MFD01916
MFD01916	MFD02599
MFD01916	MFD02750
MFD01916	MFD02779
MFD01916	MFD02785
MFD01916	MFD02819
MFD01916	MFD02985
MFD01916	MFD03014
MFD01916	MFD03072
MFD01916	MFD03090
MFD01916	MFD03574
MFD01916	MFD03583
MFD01916	MFD03888
MFD01916	MFD04208
MFD01916	MFD04260
MFD01916	MFD04315
MFD01916	MFD04358
MFD01916	MFD04397
MFD01916	MFD04531
MFD01916	MFD04854
MFD01916	MFD05376
MFD01916	MFD05516
MFD01916	MFD05554
MFD01916	MFD05756
MFD01916	MFD06107
MFD01916	MFD06159
MFD01916	MFD06909
MFD01916	MFD09212
MFD01916	MFD09342
MFD01916	MFD09410
MFD01916	MFD09461
MFD01916	MFD09500
MFD01916	MFD09808
MFD01916	MFD09846
MFD01916	MFD09940
MFD01916	MFD10034
MFD01916	MFD10046
MFD02134	MFD00152
MFD02134	MFD00160
MFD02134	MFD00161
MFD02134	MFD00276
MFD02134	MFD00277
MFD02134	MFD00319
MFD02134	MFD00410
MFD02134	MFD00423
MFD02134	MFD00425
MFD02134	MFD00426
MFD02134	MFD00444
MFD02134	MFD00535
MFD02134	MFD00685
MFD02134	MFD01047
MFD02134	MFD01101
MFD02134	MFD01174
MFD02134	MFD01208
MFD02134	MFD01245
MFD02134	MFD01389
MFD02134	MFD01450
MFD02134	MFD01458
MFD02134	MFD01531
MFD02134	MFD01686
MFD02134	MFD01735
MFD02134	MFD01745
MFD02134	MFD01772
MFD02134	MFD01794
MFD02134	MFD01858
MFD02134	MFD01888
MFD02134	MFD01909
MFD02134	MFD02021
MFD02134	MFD02128
MFD02134	MFD02134
MFD02134	MFD02162
MFD02134	MFD02260
MFD02134	MFD02353
MFD02134	MFD02408
MFD02134	MFD02938
MFD02134	MFD02970
MFD02134	MFD03052
MFD02134	MFD04484
MFD02134	MFD04522
MFD02134	MFD04596
MFD02134	MFD04883
MFD02134	MFD05074
MFD02134	MFD05693
MFD02134	MFD06222
MFD02134	MFD09466
MFD02134	MFD09718
MFD02134	MFD09742
MFD02138	MFD00007
MFD02138	MFD00015
MFD02138	MFD00086
MFD02138	MFD00104
MFD02138	MFD00112
MFD02138	MFD00113
MFD02138	MFD00306
MFD02138	MFD00308
MFD02138	MFD00329
MFD02138	MFD00412
MFD02138	MFD00673
MFD02138	MFD00852
MFD02138	MFD00921
MFD02138	MFD00971
MFD02138	MFD01124
MFD02138	MFD01188
MFD02138	MFD01418
MFD02138	MFD01567
MFD02138	MFD01689
MFD02138	MFD01805
MFD02138	MFD01828
MFD02138	MFD01857
MFD02138	MFD01919
MFD02138	MFD01921
MFD02138	MFD02138
MFD02138	MFD02725
MFD02138	MFD02961
MFD02138	MFD04429
MFD02138	MFD04492
MFD02138	MFD04494
MFD02138	MFD04813
MFD02138	MFD04899
MFD02138	MFD04928
MFD02138	MFD04936
MFD02138	MFD05512
MFD02138	MFD05623
MFD02138	MFD05686
MFD02138	MFD05752
MFD02138	MFD05938
MFD02138	MFD06435
MFD02138	MFD06481
MFD02138	MFD06593
MFD02138	MFD06809
MFD02138	MFD06947
MFD02138	MFD06949
MFD02138	MFD09455
MFD02138	MFD09530
MFD02138	MFD09551
MFD02138	MFD09592
MFD02138	MFD09594
MFD02199	MFD00305
MFD02199	MFD00646
MFD02199	MFD00685
MFD02199	MFD00750
MFD02199	MFD01027
MFD02199	MFD01047
MFD02199	MFD01077
MFD02199	MFD01154
MFD02199	MFD01174
MFD02199	MFD01245
MFD02199	MFD01277
MFD02199	MFD01280
MFD02199	MFD01315
MFD02199	MFD01415
MFD02199	MFD01440
MFD02199	MFD01511
MFD02199	MFD01582
MFD02199	MFD01588
MFD02199	MFD01797
MFD02199	MFD01888
MFD02199	MFD01920
MFD02199	MFD02024
MFD02199	MFD02128
MFD02199	MFD02206
MFD02199	MFD02215
MFD02199	MFD02233
MFD02199	MFD02264
MFD02199	MFD02477
MFD02199	MFD02489
MFD02199	MFD02598
MFD02199	MFD02876
MFD02199	MFD02909
MFD02199	MFD03007
MFD02199	MFD04305
MFD02199	MFD04814
MFD02199	MFD05392
MFD02199	MFD05773
MFD02199	MFD05785
MFD02199	MFD05808
MFD02199	MFD05913
MFD02199	MFD05921
MFD02199	MFD05923
MFD02199	MFD05932
MFD02199	MFD06049
MFD02199	MFD06256
MFD02199	MFD06273
MFD02199	MFD06553
MFD02199	MFD06563
MFD02199	MFD09631
MFD02199	MFD10030
MFD02242	MFD00678
MFD02242	MFD00685
MFD02242	MFD00742
MFD02242	MFD00750
MFD02242	MFD00888
MFD02242	MFD00939
MFD02242	MFD01011
MFD02242	MFD01174
MFD02242	MFD01316
MFD02242	MFD01340
MFD02242	MFD01415
MFD02242	MFD01511
MFD02242	MFD01562
MFD02242	MFD01588
MFD02242	MFD01612
MFD02242	MFD01812
MFD02242	MFD01824
MFD02242	MFD01829
MFD02242	MFD01852
MFD02242	MFD01888
MFD02242	MFD01920
MFD02242	MFD02128
MFD02242	MFD02139
MFD02242	MFD02162
MFD02242	MFD02190
MFD02242	MFD02216
MFD02242	MFD02394
MFD02242	MFD02406
MFD02242	MFD02474
MFD02242	MFD02906
MFD02242	MFD03735
MFD02242	MFD04421
MFD02242	MFD04508
MFD02242	MFD04674
MFD02242	MFD05063
MFD02242	MFD05486
MFD02242	MFD06062
MFD02242	MFD06250
MFD02242	MFD06256
MFD02242	MFD06257
MFD02242	MFD06273
MFD02242	MFD06305
MFD02242	MFD06390
MFD02242	MFD06421
MFD02242	MFD06576
MFD02242	MFD06709
MFD02242	MFD07006
MFD02242	MFD09595
MFD02242	MFD09602
MFD02242	MFD10184
MFD02248	MFD00008
MFD02248	MFD00041
MFD02248	MFD00080
MFD02248	MFD00128
MFD02248	MFD00278
MFD02248	MFD00290
MFD02248	MFD00368
MFD02248	MFD00411
MFD02248	MFD00432
MFD02248	MFD00438
MFD02248	MFD00501
MFD02248	MFD00887
MFD02248	MFD00952
MFD02248	MFD00969
MFD02248	MFD01024
MFD02248	MFD01317
MFD02248	MFD02163
MFD02248	MFD02248
MFD02248	MFD02362
MFD02248	MFD02579
MFD02248	MFD02889
MFD02248	MFD02913
MFD02248	MFD03622
MFD02248	MFD03649
MFD02248	MFD03955
MFD02248	MFD04564
MFD02248	MFD04713
MFD02248	MFD04782
MFD02248	MFD04799
MFD02248	MFD04825
MFD02248	MFD04864
MFD02248	MFD04941
MFD02248	MFD04943
MFD02248	MFD05003
MFD02248	MFD06069
MFD02248	MFD06078
MFD02248	MFD06092
MFD02248	MFD06154
MFD02248	MFD06199
MFD02248	MFD06216
MFD02248	MFD06236
MFD02248	MFD06637
MFD02248	MFD09237
MFD02248	MFD09247
MFD02248	MFD09254
MFD02248	MFD09255
MFD02248	MFD09667
MFD02248	MFD09724
MFD02248	MFD09774
MFD02248	MFD09840
MFD02360	MFD00025
MFD02360	MFD00072
MFD02360	MFD00300
MFD02360	MFD00465
MFD02360	MFD00665
MFD02360	MFD00897
MFD02360	MFD01214
MFD02360	MFD01354
MFD02360	MFD01524
MFD02360	MFD01607
MFD02360	MFD02360
MFD02360	MFD02779
MFD02360	MFD03448
MFD02360	MFD03583
MFD02360	MFD03789
MFD02360	MFD03903
MFD02360	MFD04109
MFD02360	MFD04153
MFD02360	MFD04211
MFD02360	MFD04257
MFD02360	MFD04260
MFD02360	MFD04267
MFD02360	MFD04297
MFD02360	MFD04351
MFD02360	MFD04392
MFD02360	MFD04415
MFD02360	MFD04531
MFD02360	MFD04582
MFD02360	MFD04735
MFD02360	MFD04740
MFD02360	MFD04768
MFD02360	MFD05208
MFD02360	MFD05567
MFD02360	MFD06695
MFD02360	MFD06899
MFD02360	MFD06905
MFD02360	MFD08502
MFD02360	MFD09212
MFD02360	MFD09267
MFD02360	MFD09478
MFD02360	MFD09767
MFD02360	MFD09816
MFD02360	MFD09846
MFD02360	MFD09914
MFD02360	MFD10028
MFD02360	MFD10046
MFD02360	MFD10055
MFD02360	MFD10147
MFD02360	MFD10596
MFD02360	MFD10600
MFD02416	MFD00013
MFD02416	MFD00044
MFD02416	MFD00138
MFD02416	MFD00164
MFD02416	MFD00230
MFD02416	MFD00232
MFD02416	MFD00285
MFD02416	MFD00433
MFD02416	MFD00444
MFD02416	MFD00677
MFD02416	MFD00699
MFD02416	MFD00708
MFD02416	MFD00820
MFD02416	MFD00821
MFD02416	MFD00822
MFD02416	MFD00924
MFD02416	MFD01020
MFD02416	MFD01066
MFD02416	MFD01144
MFD02416	MFD01367
MFD02416	MFD01385
MFD02416	MFD01532
MFD02416	MFD01559
MFD02416	MFD01791
MFD02416	MFD02053
MFD02416	MFD02416
MFD02416	MFD02457
MFD02416	MFD03694
MFD02416	MFD03702
MFD02416	MFD03819
MFD02416	MFD04783
MFD02416	MFD05074
MFD02416	MFD05412
MFD02416	MFD05524
MFD02416	MFD05562
MFD02416	MFD05585
MFD02416	MFD05667
MFD02416	MFD05698
MFD02416	MFD05930
MFD02416	MFD06222
MFD02416	MFD06249
MFD02416	MFD06312
MFD02416	MFD06618
MFD02416	MFD06706
MFD02416	MFD08117
MFD02416	MFD08285
MFD02416	MFD08316
MFD02416	MFD09236
MFD02416	MFD09431
MFD02416	MFD09626
MFD02472	MFD00059
MFD02472	MFD00134
MFD02472	MFD00137
MFD02472	MFD00257
MFD02472	MFD00265
MFD02472	MFD00297
MFD02472	MFD00313
MFD02472	MFD00968
MFD02472	MFD01343
MFD02472	MFD01409
MFD02472	MFD01523
MFD02472	MFD01633
MFD02472	MFD01703
MFD02472	MFD02146
MFD02472	MFD02167
MFD02472	MFD02170
MFD02472	MFD02252
MFD02472	MFD02453
MFD02472	MFD02472
MFD02472	MFD02515
MFD02472	MFD03601
MFD02472	MFD03649
MFD02472	MFD04731
MFD02472	MFD04835
MFD02472	MFD04891
MFD02472	MFD05010
MFD02472	MFD05054
MFD02472	MFD05408
MFD02472	MFD05453
MFD02472	MFD06078
MFD02472	MFD06173
MFD02472	MFD06399
MFD02472	MFD06453
MFD02472	MFD06478
MFD02472	MFD06505
MFD02472	MFD06513
MFD02472	MFD06542
MFD02472	MFD06591
MFD02472	MFD06600
MFD02472	MFD06641
MFD02472	MFD06651
MFD02472	MFD06660
MFD02472	MFD06703
MFD02472	MFD09390
MFD02472	MFD09517
MFD02472	MFD09629
MFD02472	MFD09637
MFD02472	MFD09794
MFD02472	MFD09888
MFD02472	MFD10964
MFD02579	MFD00008
MFD02579	MFD00041
MFD02579	MFD00070
MFD02579	MFD00078
MFD02579	MFD00128
MFD02579	MFD00256
MFD02579	MFD00287
MFD02579	MFD00290
MFD02579	MFD00501
MFD02579	MFD00887
MFD02579	MFD00952
MFD02579	MFD00969
MFD02579	MFD01159
MFD02579	MFD01192
MFD02579	MFD01421
MFD02579	MFD01828
MFD02579	MFD01910
MFD02579	MFD02163
MFD02579	MFD02201
MFD02579	MFD02541
MFD02579	MFD02579
MFD02579	MFD02889
MFD02579	MFD03341
MFD02579	MFD04564
MFD02579	MFD04799
MFD02579	MFD04805
MFD02579	MFD04827
MFD02579	MFD04925
MFD02579	MFD04936
MFD02579	MFD04940
MFD02579	MFD04941
MFD02579	MFD04943
MFD02579	MFD05003
MFD02579	MFD05010
MFD02579	MFD05515
MFD02579	MFD05623
MFD02579	MFD06069
MFD02579	MFD06078
MFD02579	MFD06139
MFD02579	MFD06333
MFD02579	MFD06414
MFD02579	MFD06481
MFD02579	MFD06484
MFD02579	MFD09237
MFD02579	MFD09247
MFD02579	MFD09254
MFD02579	MFD09286
MFD02579	MFD09352
MFD02579	MFD09629
MFD02579	MFD09665
MFD02581	MFD00014
MFD02581	MFD00395
MFD02581	MFD00491
MFD02581	MFD00512
MFD02581	MFD00542
MFD02581	MFD00543
MFD02581	MFD00570
MFD02581	MFD00578
MFD02581	MFD00858
MFD02581	MFD00975
MFD02581	MFD01139
MFD02581	MFD01419
MFD02581	MFD01447
MFD02581	MFD01720
MFD02581	MFD01916
MFD02581	MFD02400
MFD02581	MFD02581
MFD02581	MFD02878
MFD02581	MFD03014
MFD02581	MFD03577
MFD02581	MFD04245
MFD02581	MFD04442
MFD02581	MFD04489
MFD02581	MFD04550
MFD02581	MFD04797
MFD02581	MFD04798
MFD02581	MFD04917
MFD02581	MFD05141
MFD02581	MFD05251
MFD02581	MFD05391
MFD02581	MFD05398
MFD02581	MFD05427
MFD02581	MFD05455
MFD02581	MFD05462
MFD02581	MFD05468
MFD02581	MFD05476
MFD02581	MFD05485
MFD02581	MFD05499
MFD02581	MFD05516
MFD02581	MFD05594
MFD02581	MFD07490
MFD02581	MFD07733
MFD02581	MFD08596
MFD02581	MFD09311
MFD02581	MFD09342
MFD02581	MFD09374
MFD02581	MFD09383
MFD02581	MFD09528
MFD02581	MFD09803
MFD02581	MFD10692
MFD02671	MFD00080
MFD02671	MFD00256
MFD02671	MFD00271
MFD02671	MFD00289
MFD02671	MFD00595
MFD02671	MFD00994
MFD02671	MFD01137
MFD02671	MFD01317
MFD02671	MFD01408
MFD02671	MFD01422
MFD02671	MFD01633
MFD02671	MFD01730
MFD02671	MFD01878
MFD02671	MFD02167
MFD02671	MFD02252
MFD02671	MFD02386
MFD02671	MFD02453
MFD02671	MFD02671
MFD02671	MFD04435
MFD02671	MFD04738
MFD02671	MFD04796
MFD02671	MFD04862
MFD02671	MFD05034
MFD02671	MFD05373
MFD02671	MFD05406
MFD02671	MFD05453
MFD02671	MFD05712
MFD02671	MFD05757
MFD02671	MFD05758
MFD02671	MFD06120
MFD02671	MFD06142
MFD02671	MFD06173
MFD02671	MFD06174
MFD02671	MFD06214
MFD02671	MFD06453
MFD02671	MFD06486
MFD02671	MFD06513
MFD02671	MFD06518
MFD02671	MFD06591
MFD02671	MFD06651
MFD02671	MFD06703
MFD02671	MFD09301
MFD02671	MFD09356
MFD02671	MFD09435
MFD02671	MFD09463
MFD02671	MFD09548
MFD02671	MFD09637
MFD02671	MFD09753
MFD02671	MFD10067
MFD02671	MFD10841
MFD02809	MFD00270
MFD02809	MFD00277
MFD02809	MFD00282
MFD02809	MFD00425
MFD02809	MFD00427
MFD02809	MFD00431
MFD02809	MFD00663
MFD02809	MFD00685
MFD02809	MFD00688
MFD02809	MFD00776
MFD02809	MFD01052
MFD02809	MFD01129
MFD02809	MFD01309
MFD02809	MFD01471
MFD02809	MFD01512
MFD02809	MFD01586
MFD02809	MFD01587
MFD02809	MFD01667
MFD02809	MFD01671
MFD02809	MFD01687
MFD02809	MFD01745
MFD02809	MFD01761
MFD02809	MFD01821
MFD02809	MFD01840
MFD02809	MFD01858
MFD02809	MFD01861
MFD02809	MFD01883
MFD02809	MFD01895
MFD02809	MFD02141
MFD02809	MFD02220
MFD02809	MFD02394
MFD02809	MFD02431
MFD02809	MFD02511
MFD02809	MFD02938
MFD02809	MFD02939
MFD02809	MFD03610
MFD02809	MFD03927
MFD02809	MFD04277
MFD02809	MFD04481
MFD02809	MFD05483
MFD02809	MFD05765
MFD02809	MFD05825
MFD02809	MFD05917
MFD02809	MFD06062
MFD02809	MFD06955
MFD02809	MFD06993
MFD02809	MFD06996
MFD02809	MFD09742
MFD02809	MFD09941
MFD02809	MFD09983
MFD02832	MFD01542
MFD02832	MFD02008
MFD02832	MFD02832
MFD02832	MFD06312
MFD02840	MFD00072
MFD02840	MFD00384
MFD02840	MFD00388
MFD02840	MFD00391
MFD02840	MFD00552
MFD02840	MFD00665
MFD02840	MFD00759
MFD02840	MFD00771
MFD02840	MFD01214
MFD02840	MFD01254
MFD02840	MFD01354
MFD02840	MFD01412
MFD02840	MFD01584
MFD02840	MFD02360
MFD02840	MFD03448
MFD02840	MFD04109
MFD02840	MFD04120
MFD02840	MFD04161
MFD02840	MFD04257
MFD02840	MFD04267
MFD02840	MFD04323
MFD02840	MFD04582
MFD02840	MFD04735
MFD02840	MFD04740
MFD02840	MFD04758
MFD02840	MFD04797
MFD02840	MFD04830
MFD02840	MFD05142
MFD02840	MFD05208
MFD02840	MFD05275
MFD02840	MFD05276
MFD02840	MFD05332
MFD02840	MFD05573
MFD02840	MFD05594
MFD02840	MFD06356
MFD02840	MFD06980
MFD02840	MFD07107
MFD02840	MFD08502
MFD02840	MFD08736
MFD02840	MFD08811
MFD02840	MFD09054
MFD02840	MFD09055
MFD02840	MFD09064
MFD02840	MFD09212
MFD02840	MFD09373
MFD02840	MFD09767
MFD02840	MFD09846
MFD02840	MFD10020
MFD02840	MFD10046
MFD02840	MFD10596
MFD02923	MFD00081
MFD02923	MFD00089
MFD02923	MFD00101
MFD02923	MFD00116
MFD02923	MFD00138
MFD02923	MFD00164
MFD02923	MFD00165
MFD02923	MFD00683
MFD02923	MFD00854
MFD02923	MFD01045
MFD02923	MFD01051
MFD02923	MFD01244
MFD02923	MFD01311
MFD02923	MFD01385
MFD02923	MFD01646
MFD02923	MFD01709
MFD02923	MFD01861
MFD02923	MFD02148
MFD02923	MFD02366
MFD02923	MFD02416
MFD02923	MFD02431
MFD02923	MFD02457
MFD02923	MFD02475
MFD02923	MFD02520
MFD02923	MFD02567
MFD02923	MFD02747
MFD02923	MFD02763
MFD02923	MFD02923
MFD02923	MFD03693
MFD02923	MFD03702
MFD02923	MFD03837
MFD02923	MFD03929
MFD02923	MFD04179
MFD02923	MFD04317
MFD02923	MFD04386
MFD02923	MFD04783
MFD02923	MFD05524
MFD02923	MFD05552
MFD02923	MFD05562
MFD02923	MFD05571
MFD02923	MFD05618
MFD02923	MFD05667
MFD02923	MFD05684
MFD02923	MFD05698
MFD02923	MFD05825
MFD02923	MFD06746
MFD02923	MFD09466
MFD02923	MFD09702
MFD02923	MFD09710
MFD02923	MFD09781
MFD02979	MFD00011
MFD02979	MFD00854
MFD02979	MFD00998
MFD02979	MFD01517
MFD02979	MFD02257
MFD02979	MFD02288
MFD02979	MFD02313
MFD02979	MFD02583
MFD02979	MFD02729
MFD02979	MFD02736
MFD02979	MFD02749
MFD02979	MFD02794
MFD02979	MFD02808
MFD02979	MFD02829
MFD02979	MFD02975
MFD02979	MFD02976
MFD02979	MFD02981
MFD02979	MFD02988
MFD02979	MFD03011
MFD02979	MFD03012
MFD02979	MFD03042
MFD02979	MFD03047
MFD02979	MFD03615
MFD02979	MFD03629
MFD02979	MFD03632
MFD02979	MFD03653
MFD02979	MFD03667
MFD02979	MFD03715
MFD02979	MFD03719
MFD02979	MFD03750
MFD02979	MFD03771
MFD02979	MFD03781
MFD02979	MFD03783
MFD02979	MFD03799
MFD02979	MFD03842
MFD02979	MFD03892
MFD02979	MFD03913
MFD02979	MFD03921
MFD02979	MFD03923
MFD02979	MFD03979
MFD02979	MFD04325
MFD02979	MFD04354
MFD02979	MFD04362
MFD02979	MFD05548
MFD02979	MFD05626
MFD02979	MFD06964
MFD02979	MFD06970
MFD02979	MFD09712
MFD02979	MFD09878
MFD02979	MFD10032
MFD03044	MFD00041
MFD03044	MFD00070
MFD03044	MFD00112
MFD03044	MFD00273
MFD03044	MFD00287
MFD03044	MFD00308
MFD03044	MFD00412
MFD03044	MFD00432
MFD03044	MFD00594
MFD03044	MFD00852
MFD03044	MFD00949
MFD03044	MFD00971
MFD03044	MFD01124
MFD03044	MFD01188
MFD03044	MFD01192
MFD03044	MFD01295
MFD03044	MFD01320
MFD03044	MFD01828
MFD03044	MFD01919
MFD03044	MFD01921
MFD03044	MFD02299
