LIB-MJ307-G5_01_v_LIB-MJ411-E10_02	36.3499
LIB-MJ131-B1_01_v_LIB-MJ408-C5_04	10.3879
LIB-MJ214-F1_02	15.6941
LIB-MJ259-E6_04_v_LIB-MJ415-C4_04	15.4578
LIB-MJ110-D10_04	50.0391
LIB-MJ414-G5_03	16.3778
LIB-MJ342-A11_02	31.9753
LIB-MJ151-D3_04	18.8021
LIB-MJ054-H9_03	14.9558
LIB-MJ201-C2_03	15.6014
LIB-MJ131-A10_01	13.2516
LIB-MJ093-E11_02	15.2645
LIB-MJ339-E5_03	45.3734
LIB-MJ201-B11_03	20.748
LIB-MJ385-G8_04	39.3722
LIB-MJ383-D7_01	18.6972
LIB-MJ131-E1_01	18.292
LIB-MJ405-H1_01	24.2427
LIB-MJ149-C5_03	18.5174
LIB-MJ108-E1_02	19.0344
LIB-MJ193-B7_01	27.2054
LIB-MJ137-F11_02	14.1116
LIB-MJ340-C2_01	33.7521
LIB-MJ256-D5_03	14.4732
LIB-MJ306-C4_01	18.1001
LIB-MJ254-A4_02	17.9136
LIB-MJ150-D11_03	18.7854
LIB-MJ382-A12_02	46.101
LIB-MJ230-D9_03	16.4839
LIB-MJ197-F2_03	39.4169
LIB-MJ150-A2_03	15.2926
LIB-MJ335-D11_02	70.4464
LIB-MJ171-A11_04	16.0865
LIB-MJ338-B4_04	17.4352
LIB-MJ137-F8_02	13.2067
LIB-MJ130-H2_01	29.015
LIB-MJ382-A6_02	13.9906
LIB-MJ388-H2_02	16.3209
LIB-MJ215-B11_01	12.0164
LIB-MJ107-H2_02	6.2643
LIB-MJ044-F4_03	49.0001
LIB-MJ145-A10_01	16.6959
LIB-MJ255-A4_02	12.5892
LIB-MJ089-B1_02	28.8057
LIB-MJ106-C1_01_R2stq.gz	15.4939
LIB-MJ231-D9_04	21.5985
LIB-MJ151-G4_04	17.5649
LIB-MJ305-F5_04	60.0064
LIB-MJ198-C12_03	25.9687
LIB-MJ339-H6_03	45.469
LIB-MJ383-G8_01	21.7355
LIB-MJ131-H2_01	4.547
LIB-MJ250-G10_04	16.9714
LIB-MJ172-F6_04	15.4983
LIB-MJ263-C9_04	18.3765
LIB-MJ149-F6_03	19.5893
LIB-MJ193-E8_01	23.2115
LIB-MJ387-E1_01	25.6732
LIB-MJ256-G6_03	10.5811
LIB-MJ106-E1_01	27.1139
LIB-MJ175-B11_02_v_LIB-MJ368-B11_01	46.5291
LIB-MJ254-D5_02	32.9096
LIB-MJ213-F1_01	19.4029
LIB-MJ191-B7_04	21.2039
LIB-MJ168-B7_02	19.723
LIB-MJ150-D3_03	28.6764
LIB-MJ151-B10_04	12.2359
