fieldsample_barcode	habitat_typenumber	mfd_sampletype	mfd_areatype	mfd_hab1	mfd_hab2	mfd_hab3	longitude	latitude	flat_name	after_total_reads	after_total_bases
MFD00750	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.9493	56.02911	LIB-MJ145-B1_01.fastq.gz	27000388	3982191669
MFD00751	1330	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows	10.78842	56.53405	LIB-MJ108-G3_02.fastq.gz	24410570	3562347989
MFD00752	5130	Soil	Natural	Sclerophyllous scrub	Scrub	Juniper scrub	10.57783	56.21498	LIB-MJ107-F7_02_v_LIB-MJ367-F7_03.fastq.gz	24603564	3647496187
MFD00753	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.37423	55.2391	LIB-MJ106-G5_01.fastq.gz	44341198	6570514771
MFD00754	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	10.03185156	56.07760707	LIB-MJ106-E11_01_v_LIB-MJ368-E11_04.fastq.gz	19000366	2760019946
MFD00755	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	9.83274	55.55412	LIB-MJ088-G3_04_v_LIB-MJ365-G3_02.fastq.gz	26852108	3990310240
MFD00756	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.376925046	55.23858309	LIB-MJ106-B9_01.fastq.gz	14571632	2058342168
MFD00757	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	10.79937	56.53269	LIB-MJ106-H7_01.fastq.gz	13255762	1934461978
MFD00758	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	12.31514	55.81444	LIB-MJ132-F4_03.fastq.gz	22477272	3362266496
MFD00759	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	12.24174	55.80672	LIB-MJ130-G8_01.fastq.gz	26474318	3936919284
MFD00760	2190	Soil	Natural	Dunes	Sea dunes	Humid dune slacks	8.99458	57.15117	LIB-MJ092-A8_01.fastq.gz	25467472	3781794085
MFD00761	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	10.5412477	56.1034346	LIB-MJ106-G11_01.fastq.gz	16230384	2387740032
MFD00762	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.691544324	56.04732144	LIB-MJ092-H1_01.fastq.gz	11876882	1731711977
MFD00763	2190	Soil	Natural	Dunes	Sea dunes	Humid dune slacks	10.40564	56.53086	LIB-MJ106-B5_01.fastq.gz	22010882	3250252151
MFD00764	9100	Soil	Natural	Forests	Temperate forests		10.47007	56.28441	LIB-MJ106-C5_01.fastq.gz	22519822	3307989389
MFD00765	1230	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Vegetated sea cliffs of the Atlantic and Baltic Coasts	9.8269	55.60804	LIB-MJ138-D3_03.fastq.gz	32573854	4604324451
MFD00766	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	10.07939	55.56374	LIB-MJ088-G8_04_v_LIB-MJ365-G8_02.fastq.gz	25225100	3738241843
MFD00767	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	10.46949	56.28261	LIB-MJ106-B8_01.fastq.gz	17428972	2563327330
MFD00768	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.37153	55.24068	LIB-MJ107-A8_02.fastq.gz	24285724	3589435835
MFD00769	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	10.47077353	56.28328198	LIB-MJ106-E6_01.fastq.gz	20433618	2988789668
MFD00770	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.88145	55.89942	LIB-MJ137-H4_02.fastq.gz	21553324	3185428899
MFD00771	6120	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands	10.53688	56.10237	LIB-MJ106-D5_01.fastq.gz	20754738	3069096674
MFD00772	1220	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Perennial vegetation of stony banks	9.80064	55.55014	LIB-MJ092-G9_01.fastq.gz	24143402	3588919515
MFD00773	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.7969	55.54852	LIB-MJ091-C8_03.fastq.gz	25314490	3786626025
MFD00774	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	12.26494713	55.79241239	LIB-MJ145-D1_01.fastq.gz	20231248	2974616745
MFD00775	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	12.31468	55.81451	LIB-MJ129-D6_02.fastq.gz	23191228	3465105731
MFD00776	7700	Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		10.56489	56.23984	LIB-MJ092-C9_01.fastq.gz	26982262	4002565272
MFD00777	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	10.56605	56.23974	LIB-MJ092-B9_01.fastq.gz	15198568	2233190852
MFD00778	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.43009	55.07303	LIB-MJ106-E9_01.fastq.gz	26315812	3892192106
MFD00804	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.612	56.9676	LIB-MJ281-H11_01_v_LIB-MJ411-D11_02.fastq.gz	3001712	432740564
MFD00805	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.5813	56.9609	LIB-MJ280-H10_02.fastq.gz	15473396	2288916754
MFD00806	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.612	56.9676	LIB-MJ281-B11_01.fastq.gz	21295008	3164978549
MFD00807	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.612	56.9676	LIB-MJ280-C4_02.fastq.gz	22065008	3253423794
MFD00808	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.612	56.9676	LIB-MJ281-D9_01.fastq.gz	22421662	3261980698
MFD00819	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.585	56.9613	LIB-MJ281-F6_01.fastq.gz	23401114	3463924075
MFD00820	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.5857	56.9614	LIB-MJ280-D1_02.fastq.gz	24367580	3564327586
MFD00821	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.5871	56.9613	LIB-MJ280-E11_02.fastq.gz	20879206	3091491735
MFD00822	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.612	56.9676	LIB-MJ279-D4_02.fastq.gz	22630214	3365072564
MFD00823	1300	Soil	Natural	Coastal	Salt marshes and salt meadows		9.5708	56.9608	LIB-MJ280-D8_02_v_LIB-MJ410-H9_02.fastq.gz	20173836	2974890276
MFD00851	1330	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows	12.35942	55.59627	LIB-MJ130-F7_01.fastq.gz	21349092	3187284547
MFD00852	4110	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath	10.96934	57.27801	LIB-MJ217-D6_03.fastq.gz	21748248	3231549685
MFD00853	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	10.02962	55.45065	LIB-MJ389-F2_03.fastq.gz	20424300	3014088576
MFD00854	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	12.34980479	55.60357331	LIB-MJ140-G6_02.fastq.gz	22818296	3387795651
MFD00855	9190	Soil	Natural	Forests	Temperate forests	Old acidophilous oak woods with Q. robur on sandy plains	8.9456	56.18109	LIB-MJ131-H3_01.fastq.gz	39300616	5823674374
MFD00856	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	11.28797	55.99796	LIB-MJ140-G9_02.fastq.gz	35023620	5192044183
MFD00857	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	9.31567	55.49805	LIB-MJ151-A2_04.fastq.gz	32935482	4891451168
MFD00858	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	11.28923	55.99943	LIB-MJ129-H9_02.fastq.gz	28402198	4236676067
MFD00859	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	12.32243381	55.60780714	LIB-MJ139-H2_01_v_LIB-MJ406-E10_04.fastq.gz	38489392	5692858923
MFD00860	7100	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs		9.5985	56.0513	LIB-MJ140-F1_02.fastq.gz	32279962	4766631770
MFD00861	9110	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	8.94827	56.17984	LIB-MJ130-H11_01.fastq.gz	4673236	680031929
MFD00862	7700	Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		9.35992	55.53511	LIB-MJ146-A12_01_v_LIB-MJ405-F11_01.fastq.gz	20214614	2959255507
MFD00863	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	9.62505	56.06339	LIB-MJ137-D5_02.fastq.gz	22113010	3288614156
MFD00864	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	12.33678	55.80311	LIB-MJ132-A5_03.fastq.gz	25937770	3873390325
MFD00865	4110	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath	8.96389	56.12457	LIB-MJ107-B9_02_v_LIB-MJ405-H7_01.fastq.gz	21408046	3076442116
MFD00866	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.836623892	55.92256046	LIB-MJ110-H1_04.fastq.gz	1494	216854
MFD00867	3200	Sediment	Natural	Freshwater	Running freshwater		9.9622	56.4461	LIB-MJ132-D3_03.fastq.gz	25595038	3825286845
MFD00868	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.89584	55.30432	LIB-MJ090-G8_04_v_LIB-MJ404-F8_03.fastq.gz	7046034	1046479715
MFD00869	7700	Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		9.87727	55.87235	LIB-MJ170-A2_03.fastq.gz	15404638	2281135569
MFD00870	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.51152	56.69183	LIB-MJ149-H4_03.fastq.gz	19067258	2736908751
MFD00871	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	11.29016	55.99806	LIB-MJ131-F1_01.fastq.gz	41524056	6185055212
MFD00872	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	9.29368	55.47396	LIB-MJ146-E10_01.fastq.gz	14237568	2108488367
MFD00873	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	12.3376	55.80274	LIB-MJ131-D5_01.fastq.gz	19078198	2847512814
MFD00874	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	12.3377	55.80323	LIB-MJ134-E9_03.fastq.gz	19459370	2904129880
MFD00875	7140	Soil	Natural	Bogs, mires and fens	Sphagnum acid bogs	Quaking bogs	9.63984	56.06133	LIB-MJ139-H7_01.fastq.gz	39937548	5684287189
MFD00876	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.94881	56.6678	LIB-MJ130-C2_01.fastq.gz	21193302	3158705490
MFD00877	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	8.94431	56.17949	LIB-MJ134-B12_03_v_LIB-MJ404-D8_03.fastq.gz	16491740	2412449765
MFD00878	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	8.94229	57.06282	LIB-MJ129-B10_02.fastq.gz	19010048	2839894603
MFD00879	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.75202	56.31341	LIB-MJ130-G10_01.fastq.gz	25623734	3804895900
MFD00880	6200	Soil	Natural	Grassland formations	Semi-natural dry grasslands		12.33859	55.80433	LIB-MJ131-B10_01.fastq.gz	20607594	3075796595
MFD00881	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	9.75525	56.3381	LIB-MJ130-E5_01.fastq.gz	23900126	3566880848
MFD00882	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	10.62529	55.05972	LIB-MJ092-C6_01.fastq.gz	27300604	4063102520
MFD00883	6410	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Molinia meadows	9.7637	56.31365	LIB-MJ129-A6_02.fastq.gz	18440794	2757490928
MFD00884	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	9.67199	56.01657	LIB-MJ133-G5_03.fastq.gz	19550612	2875021810
MFD00886	2320	Soil	Natural	Dunes	Inland dunes	Inland dunes Empetrum nigrum	8.94073	55.2713	LIB-MJ133-A5_03.fastq.gz	17122670	2546811777
MFD00887	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	9.66226	56.02368	LIB-MJ131-E1_01.fastq.gz	25158436	3746994939
MFD00888	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.90984	55.88442	LIB-MJ110-B5_04.fastq.gz	21889952	3229976889
MFD00889	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	9.39899	55.05745	LIB-MJ201-A8_03.fastq.gz	29312854	4341953546
MFD00890	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.32387	55.49662	LIB-MJ148-B12_02.fastq.gz	17552816	2543262847
MFD00891	7220	Soil	Natural	Bogs, mires and fens	Calcareous fens	Petrifying springs	12.33776	55.80348	LIB-MJ132-F7_03.fastq.gz	24673046	3692238820
MFD00892	1220	Soil	Natural	Coastal	Sea cliffs and shingle or stony beaches	Perennial vegetation of stony banks	11.84923	55.9708	LIB-MJ196-G7_02.fastq.gz	18596358	2766660944
MFD00893	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.55146	55.24461	LIB-MJ108-C8_02.fastq.gz	30330582	4509988489
MFD00894	6120	Soil	Natural	Grassland formations	Natural grasslands	Xeric sand calcareous grasslands	9.89922	55.30577	LIB-MJ092-B12_01.fastq.gz	20014240	2952126526
MFD00895	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.27495	55.47876	LIB-MJ149-F5_03.fastq.gz	19543004	2905482345
MFD00896	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.5514	55.24444	LIB-MJ107-B5_02.fastq.gz	9713722	1437662531
MFD00897	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	12.33284	55.80536	LIB-MJ137-B12_02.fastq.gz	24533550	3595896558
MFD00898	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	12.33825	55.80309	LIB-MJ129-B5_02.fastq.gz	15366614	2288477963
MFD00899	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.48048	56.67731	LIB-MJ146-C7_01.fastq.gz	18748534	2794011327
MFD00900	9130	Soil	Natural	Forests	Temperate forests	Beech forests Asperulo-Fagetum	12.33778	55.804	LIB-MJ130-C12_01.fastq.gz	25395432	3725749446
MFD00901	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.70289	56.05065	LIB-MJ129-B3_02.fastq.gz	21136136	3160437816
MFD00902	3140	Sediment	Natural	Freshwater	Standing freshwater	Lake, Hard water	9.598835551	56.05163376	LIB-MJ137-B9_02.fastq.gz	26863508	3948013293
MFD00903	9110	Soil	Natural	Forests	Temperate forests	Beech forests Luzulo-Fagetum	10.276	55.12517	LIB-MJ106-D7_01.fastq.gz	26603468	3930845302
MFD00904	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	8.948	56.18228	LIB-MJ134-C6_03.fastq.gz	22815042	3401514388
MFD00905	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.831926013	55.91690451	LIB-MJ133-A7_03.fastq.gz	16335480	2414540922
MFD00906	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.54899	55.24469	LIB-MJ110-F11_04.fastq.gz	19518158	2875754636
MFD00907	91E0	Soil	Natural	Forests	Temperate forests	Alluvial woodland	12.33934	55.80284	LIB-MJ129-E4_02.fastq.gz	19973012	2984382445
MFD00908	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.77674	56.34322	LIB-MJ130-B12_01.fastq.gz	19583736	2851480296
MFD00909	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	12.33891	55.80463	LIB-MJ145-B4_01.fastq.gz	20722956	3074431001
MFD00910	4110	Soil	Natural	Temperate heath and scrub	Temperate heath	Wet heath	8.95692	56.12515	LIB-MJ110-D10_04.fastq.gz	17986664	2661043345
MFD00911	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	12.33725	55.80315	LIB-MJ132-H5_03.fastq.gz	26954446	4026431888
MFD00912	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	10.27211	55.1239	LIB-MJ090-D8_04.fastq.gz	14337726	2115558278
MFD00913	2130	Soil	Natural	Dunes	Sea dunes	Fixed dunes (grey dunes)	9.04645	57.154	LIB-MJ135-H11_04.fastq.gz	16005830	2329629503
MFD00914	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.52262	56.69134	LIB-MJ168-B9_02.fastq.gz	11794890	1756082448
MFD00915	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	12.35899	55.59619	LIB-MJ135-F5_04.fastq.gz	14660712	2183008726
MFD00916	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	10.97655	57.28663	LIB-MJ255-A1_02_v_LIB-MJ405-F8_01.fastq.gz	18200556	2642904898
MFD00917	6200	Soil	Natural	Grassland formations	Semi-natural dry grasslands		9.83792	55.52467	LIB-MJ138-D1_03.fastq.gz	27722540	4119556830
MFD00918	6200	Soil	Natural	Grassland formations	Semi-natural dry grasslands		10.71413	55.03408	LIB-MJ107-H7_02.fastq.gz	20105830	2982335464
MFD00919	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	9.86105	55.87434	LIB-MJ132-F8_03.fastq.gz	26755582	4002104903
MFD00920	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	8.94829	56.18204	LIB-MJ131-H5_01.fastq.gz	27946334	4166356092
MFD00921	3130	Sediment	Natural	Freshwater	Standing freshwater	Lake, Mixed Najas flexilis	9.598378474	56.04699969	LIB-MJ133-F1_03.fastq.gz	21811154	3217875354
MFD00922	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	11.76812	55.51658	LIB-MJ134-F1_03.fastq.gz	18665954	2761246373
MFD00923	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	9.6321	56.06137	LIB-MJ130-E9_01.fastq.gz	22679892	3382815034
MFD00924	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	11.45042	55.9605	LIB-MJ132-H9_03.fastq.gz	24586178	3673053687
MFD00925	3200	Sediment	Natural	Freshwater	Running freshwater		9.5809	56.0624	LIB-MJ170-B6_03.fastq.gz	17935626	2584571865
MFD00926	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	9.67204	56.01571	LIB-MJ130-F4_01.fastq.gz	18107376	2701468311
MFD00927	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	10.28392	55.12618	LIB-MJ106-H6_01.fastq.gz	25013806	3694684684
MFD00928	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.693378283	55.93199502	LIB-MJ106-B6_01.fastq.gz	12751776	1868300175
MFD00929	9100	Soil	Natural	Forests	Temperate forests		10.2873	55.1388	LIB-MJ092-C7_01.fastq.gz	25274684	3764933410
MFD00930	91D0	Soil	Natural	Forests	Temperate forests	Bog woodland	9.66996	56.0173	LIB-MJ129-B7_02.fastq.gz	19132688	2857146626
MFD00931	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.62127	55.91379	LIB-MJ134-C4_03.fastq.gz	16439490	2451875905
MFD00933	9100	Soil	Natural	Forests	Temperate forests		10.35832	57.56649	LIB-MJ213-F9_01.fastq.gz	16785696	2490978194
MFD00934	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	12.35162	55.60344	LIB-MJ129-H4_02.fastq.gz	22190300	3312622368
MFD00935	1330	Soil	Natural	Coastal	Salt marshes and salt meadows	Atlantic salt meadows	10.71367	55.03433	LIB-MJ110-F5_04.fastq.gz	19153348	2832676342
MFD00936	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	10.27511803	55.12516371	LIB-MJ107-A5_02.fastq.gz	11356540	1672753089
MFD00937	7700	Soil	Natural	Bogs, mires and fens	Wet thicket  (non-habitat type)		9.55161	55.24383	LIB-MJ110-B1_04_v_LIB-MJ415-A1_04.fastq.gz	1841736	257263287
MFD00938	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	9.741674333	55.97247106	LIB-MJ106-A9_01.fastq.gz	16672734	2451554800
MFD00939	7230	Soil	Natural	Bogs, mires and fens	Calcareous fens	Alkaline fens	9.90857	55.88361	LIB-MJ107-H2_02.fastq.gz	20428532	3015344608
MFD00940	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	10.09772	56.68787	LIB-MJ130-H10_01.fastq.gz	23506300	3480658734
MFD00941	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	9.89928	55.30529	LIB-MJ108-D2_02.fastq.gz	14366960	2096405611
MFD00942	6230	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Species-rich Nardus upland grassland	9.3091	55.4978	LIB-MJ386-E4_04.fastq.gz	15789760	2323614099
MFD00943	3150	Sediment	Natural	Freshwater	Standing freshwater	Lake, Rich pondweed	10.58112197	55.04437466	LIB-MJ090-H11_04_v_LIB-MJ404-D9_03.fastq.gz	1560034	220731148
MFD00944	6430	Soil	Natural	Grassland formations	Semi-natural tall-herb humid meadows	Hydrophilous tall-herb swamp	8.96398	56.12438	LIB-MJ129-B11_02.fastq.gz	29926748	4350329580
MFD00945	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	10.09788	56.68751	LIB-MJ131-F5_01.fastq.gz	30101174	4499072199
MFD00946	4130	Soil	Natural	Temperate heath and scrub	Temperate heath	Dry heath	11.288	55.99716	LIB-MJ135-A8_04_v_LIB-MJ367-A8_03.fastq.gz	28592118	4238657519
MFD00947	2120	Soil	Natural	Dunes	Sea dunes	Marram dunes (white dunes)	8.10094	56.0693	LIB-MJ132-E8_03.fastq.gz	27410026	4091701605
MFD00948	6210	Soil	Natural	Grassland formations	Semi-natural dry grasslands	Calcareous grassland	11.28837	55.99989	LIB-MJ133-B2_03.fastq.gz	17210850	2563371849
MFD00949	2190	Soil	Natural	Dunes	Sea dunes	Humid dune slacks	10.4066	56.53112	LIB-MJ093-G8_02.fastq.gz	22890320	3404292926
MFD00950	9160	Soil	Natural	Forests	Temperate forests	Oak-hornbeam mixed forest	9.90605	56.38464	LIB-MJ089-E10_02.fastq.gz	34089626	5077430619
MFD00951	2110	Soil	Natural	Dunes	Sea dunes	Embryonic shifting dunes	10.33957	56.23882	LIB-MJ148-B2_02.fastq.gz	22481232	3202971603
