LIB-MJ307-G5_01_v_LIB-MJ411-E10_02	54.2275
LIB-MJ131-B1_01_v_LIB-MJ408-C5_04	21.3029
LIB-MJ214-F1_02	32.7805
LIB-MJ259-E6_04_v_LIB-MJ415-C4_04	33.2332
LIB-MJ110-D10_04	71.9839
LIB-MJ414-G5_03	26.7834
LIB-MJ342-A11_02	47.8322
LIB-MJ151-D3_04	29.7901
LIB-MJ054-H9_03	37.5005
LIB-MJ201-C2_03	37.7534
LIB-MJ131-A10_01	26.5745
LIB-MJ093-E11_02	35.116
LIB-MJ339-E5_03	72.2993
LIB-MJ201-B11_03	38.6141
LIB-MJ385-G8_04	56.0488
LIB-MJ383-D7_01	33.8583
LIB-MJ131-E1_01	31.8339
LIB-MJ405-H1_01	40.6339
LIB-MJ149-C5_03	42.9811
LIB-MJ108-E1_02	30.3428
LIB-MJ193-B7_01	46.0099
LIB-MJ137-F11_02	32.6029
LIB-MJ340-C2_01	51.8747
LIB-MJ256-D5_03	19.93
LIB-MJ306-C4_01	34.6553
LIB-MJ254-A4_02	40.9669
LIB-MJ150-D11_03	42.0396
LIB-MJ382-A12_02	49.7914
LIB-MJ230-D9_03	38.2438
LIB-MJ197-F2_03	57.4811
LIB-MJ150-A2_03	34.2722
LIB-MJ335-D11_02	70.6664
LIB-MJ171-A11_04	34.1802
LIB-MJ338-B4_04	35.3
LIB-MJ137-F8_02	25.6628
LIB-MJ130-H2_01	39.3567
LIB-MJ382-A6_02	28.778
LIB-MJ388-H2_02	36.3067
LIB-MJ215-B11_01	26.3522
LIB-MJ107-H2_02	12.2542
LIB-MJ044-F4_03	65.333
LIB-MJ145-A10_01	31.6802
LIB-MJ255-A4_02	25.6398
LIB-MJ089-B1_02	41.6711
LIB-MJ231-D9_04	43.7504
LIB-MJ151-G4_04	28.6658
LIB-MJ305-F5_04	60.1675
LIB-MJ198-C12_03	45.5831
LIB-MJ339-H6_03	60.6322
LIB-MJ383-G8_01	40.4258
LIB-MJ131-H2_01	8.5434
LIB-MJ250-G10_04	44.5713
LIB-MJ172-F6_04	21.5526
LIB-MJ263-C9_04	42.1001
LIB-MJ149-F6_03	40.4757
LIB-MJ193-E8_01	38.8126
LIB-MJ387-E1_01	28.1257
LIB-MJ256-G6_03	13.7431
LIB-MJ106-E1_01	38.5569
LIB-MJ175-B11_02_v_LIB-MJ368-B11_01	66.1757
LIB-MJ254-D5_02	47.3914
LIB-MJ213-F1_01	39.0182
LIB-MJ191-B7_04	42.0364
LIB-MJ168-B7_02	44.02
LIB-MJ150-D3_03	58.5643
LIB-MJ151-B10_04	24.0383
LIB-MJ411-D4_02	31.9356
LIB-MJ229-B11_03	22.708
