LIB-MJ307-G5_01_v_LIB-MJ411-E10_02	1.2612
LIB-MJ131-B1_01_v_LIB-MJ408-C5_04	1.8954
LIB-MJ214-F1_02	4.4886
LIB-MJ259-E6_04_v_LIB-MJ415-C4_04	1.7496
LIB-MJ110-D10_04	2.3965
LIB-MJ414-G5_03	3.7407
LIB-MJ342-A11_02	0.7877
LIB-MJ151-D3_04	6.4161
LIB-MJ054-H9_03	4.2638
LIB-MJ201-C2_03	3.3632
LIB-MJ131-A10_01	1.812
LIB-MJ093-E11_02	3.5183
LIB-MJ339-E5_03	2.7532
LIB-MJ201-B11_03	3.4287
LIB-MJ385-G8_04	0.6561
LIB-MJ383-D7_01	2.234
LIB-MJ131-E1_01	1.2728
LIB-MJ405-H1_01	2.573
LIB-MJ149-C5_03	4.5658
LIB-MJ108-E1_02	2.556
LIB-MJ193-B7_01	0.3746
LIB-MJ137-F11_02	2.7429
LIB-MJ340-C2_01	1.622
LIB-MJ256-D5_03	5.696
LIB-MJ306-C4_01	5.5419
LIB-MJ254-A4_02	3.8496
LIB-MJ150-D11_03	3.968
LIB-MJ382-A12_02	30.8572
LIB-MJ230-D9_03	3.3921
LIB-MJ197-F2_03	0.345
LIB-MJ150-A2_03	3.5357
LIB-MJ335-D11_02	65.8921
LIB-MJ171-A11_04	3.6316
LIB-MJ338-B4_04	2.2298
LIB-MJ137-F8_02	3.8537
LIB-MJ130-H2_01	0.6842
LIB-MJ382-A6_02	4.5783
LIB-MJ388-H2_02	3.5582
LIB-MJ215-B11_01	3.4757
LIB-MJ107-H2_02	2.0434
LIB-MJ044-F4_03	0.3779
LIB-MJ145-A10_01	2.6142
LIB-MJ255-A4_02	1.3013
LIB-MJ089-B1_02	0.5445
LIB-MJ106-C1_01_R2stq.gz	0.8
LIB-MJ231-D9_04	3.7718
LIB-MJ151-G4_04	5.0368
LIB-MJ305-F5_04	44.1119
LIB-MJ198-C12_03	1.1706
LIB-MJ339-H6_03	1.4604
LIB-MJ383-G8_01	2.7901
LIB-MJ131-H2_01	1.5417
LIB-MJ250-G10_04	5.6092
LIB-MJ172-F6_04	3.1357
LIB-MJ263-C9_04	3.8489
LIB-MJ149-F6_03	5.5146
LIB-MJ193-E8_01	5.4123
LIB-MJ387-E1_01	9.7291
LIB-MJ256-G6_03	0.8016
LIB-MJ106-E1_01	1.8811
LIB-MJ175-B11_02_v_LIB-MJ368-B11_01	1.3454
LIB-MJ254-D5_02	2.9039
LIB-MJ213-F1_01	0.5715
LIB-MJ191-B7_04	2.3545
LIB-MJ168-B7_02	5.1212
LIB-MJ150-D3_03	1.0933
LIB-MJ151-B10_04	5.0167
LIB-MJ411-D4_02	0.2106
LIB-MJ229-B11_03	3.577
LIB-MJ218-A6_04	4.3209
LIB-MJ200-C2_04	1.5827
LIB-MJ338-E5_04	2.2052
LIB-MJ252-B11_02_v_LIB-MJ411-E7_02	1.1417
LIB-MJ050-A12_02	4.1687
LIB-MJ382-D7_02	3.4875
