Genus,n_observations,n_abundant,mean_abundance,Genus_type,complex1,group_size,Core,prevalence,fidelity
MFD_g_1315,86,83,1.00776707454656,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.934782608695652,5
MFD_g_437,81,71,0.989325696433221,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.880434782608696,4
Acidipila-Silvibacterium,82,77,0.953527727154387,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.891304347826087,4
Occallatibacter,75,72,0.941595070728109,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.815217391304348,4
Aquisphaera,87,81,0.880847001648877,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.945652173913043,6
MFD_g_245,83,80,0.823353293413174,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.902173913043478,3
Acidibacter,91,87,0.748502994011977,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.989130434782609,7
Ca_Koribacter,74,63,0.582530590991929,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.804347826086957,3
Pajaroellobacter,89,82,0.538054326130348,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.967391304347826,8
MFD_g_647,77,70,0.493578061268767,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.836956521739131,4
Granulicella,75,70,0.451271370302873,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.815217391304348,4
Ca_Xiphinematobacter,58,46,0.437169139980908,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.630434782608696,4
MFD_g_8,89,77,0.433914779137377,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.967391304347826,8
Bradyrhizobium,77,63,0.404625531545605,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.836956521739131,8
MFD_g_3632,74,67,0.384014579536579,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.804347826086957,2
MFD_g_5981,68,54,0.363403627527554,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.739130434782609,2
MFD_g_224,78,60,0.33086001909225,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.847826086956522,5
Haliangium,60,46,0.2896381150742,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.652173913043478,12
MFD_g_1741,66,52,0.279875032543608,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.717391304347826,1
Acidicaldus,63,53,0.272281523908704,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.684782608695652,2
Paenibacillus,67,53,0.25817929358674,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.728260869565217,10
Chthoniobacter,76,54,0.250585784951836,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.826086956521739,7
MFD_g_1152,68,56,0.219126963464376,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.739130434782609,4
Legionella,81,54,0.218042176516532,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.880434782608696,4
Puia,70,50,0.210448667881628,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.760869565217391,3
MFD_g_1660,64,50,0.196346437559663,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.695652173913044,1
Nocardioides,264,262,3.02852940735071,Core,"Soil, Urban, Greenspaces",266,133,0.992481203007519,11
Mycobacterium,266,265,2.40383893866403,Core,"Soil, Urban, Greenspaces",266,133,1,15
Acidothermus,195,148,1.7626401332673,Core,"Soil, Urban, Greenspaces",266,133,0.733082706766917,8
Gaiella,252,250,1.62944787117494,Core,"Soil, Urban, Greenspaces",266,133,0.947368421052632,7
Ca_Udaeobacter,261,259,1.52964747197335,Core,"Soil, Urban, Greenspaces",266,133,0.981203007518797,7
Streptomyces,263,260,1.36043702069545,Core,"Soil, Urban, Greenspaces",266,133,0.988721804511278,8
Bacillus,264,255,1.11318715951556,Core,"Soil, Urban, Greenspaces",266,133,0.992481203007519,13
Solirubrobacter,255,246,1.10380742274849,Core,"Soil, Urban, Greenspaces",266,133,0.958646616541353,4
MFD_g_144,261,250,1.02389206549307,Core,"Soil, Urban, Greenspaces",266,133,0.981203007518797,7
Conexibacter,259,245,0.946227845061756,Core,"Soil, Urban, Greenspaces",266,133,0.973684210526316,10
Haliangium,264,262,0.906832950640074,Core,"Soil, Urban, Greenspaces",266,133,0.992481203007519,12
MFD_g_8204,262,258,0.857683129980641,Core,"Soil, Urban, Greenspaces",266,133,0.984962406015038,6
MFD_g_8,264,259,0.843425930094698,Core,"Soil, Urban, Greenspaces",266,133,0.992481203007519,8
MFD_g_650,239,218,0.684720783995918,Core,"Soil, Urban, Greenspaces",266,133,0.898496240601504,3
MFD_g_1081,236,205,0.645325889574235,Core,"Soil, Urban, Greenspaces",266,133,0.887218045112782,1
Bradyrhizobium,260,246,0.610058079330062,Core,"Soil, Urban, Greenspaces",266,133,0.977443609022556,8
Pir4_lineage,255,239,0.57629102696862,Core,"Soil, Urban, Greenspaces",266,133,0.958646616541353,10
Pseudonocardia,252,233,0.575540648027254,Core,"Soil, Urban, Greenspaces",266,133,0.947368421052632,5
Ca_Solibacter,228,188,0.555655606081071,Core,"Soil, Urban, Greenspaces",266,133,0.857142857142857,8
Nakamurella,247,223,0.53464499572284,Core,"Soil, Urban, Greenspaces",266,133,0.928571428571429,3
Ca_Alysiosphaera,239,208,0.503879459126859,Core,"Soil, Urban, Greenspaces",266,133,0.898496240601504,3
Microbacterium,234,200,0.502753890714811,Core,"Soil, Urban, Greenspaces",266,133,0.879699248120301,1
MFD_g_2431,238,215,0.467486080470638,Core,"Soil, Urban, Greenspaces",266,133,0.894736842105263,2
Gemmatimonas,246,210,0.46636051205859,Core,"Soil, Urban, Greenspaces",266,133,0.924812030075188,4
MFD_g_11470,217,182,0.465610133117224,Core,"Soil, Urban, Greenspaces",266,133,0.81578947368421,3
Microlunatus,237,203,0.461107859469032,Core,"Soil, Urban, Greenspaces",266,133,0.890977443609023,2
MFD_g_782,248,231,0.45810634370357,Core,"Soil, Urban, Greenspaces",266,133,0.932330827067669,7
Iamia,238,204,0.448726606936503,Core,"Soil, Urban, Greenspaces",266,133,0.894736842105263,4
MFD_g_6,244,222,0.436345354403974,Core,"Soil, Urban, Greenspaces",266,133,0.917293233082707,8
MFD_g_264,223,189,0.423964101871445,Core,"Soil, Urban, Greenspaces",266,133,0.838345864661654,4
Reyranella,257,238,0.405579817807993,Core,"Soil, Urban, Greenspaces",266,133,0.966165413533835,5
Acidibacter,254,225,0.404079059925262,Core,"Soil, Urban, Greenspaces",266,133,0.954887218045113,7
Bryobacter,254,218,0.398826407335705,Core,"Soil, Urban, Greenspaces",266,133,0.954887218045113,9
MFD_g_5535,251,229,0.375189470682695,Core,"Soil, Urban, Greenspaces",266,133,0.943609022556391,7
Ca_Xiphinematobacter,223,183,0.374063902270647,Core,"Soil, Urban, Greenspaces",266,133,0.838345864661654,4
Marmoricola,239,197,0.363558597091531,Core,"Soil, Urban, Greenspaces",266,133,0.898496240601504,2
MFD_g_812,246,214,0.358681133972656,Core,"Soil, Urban, Greenspaces",266,133,0.924812030075188,4
Paenibacillus,252,207,0.355679618207195,Core,"Soil, Urban, Greenspaces",266,133,0.947368421052632,10
Flavobacterium,230,186,0.34667507091081,Core,"Soil, Urban, Greenspaces",266,133,0.864661654135338,5
Ilumatobacter,212,188,0.346299881440127,Core,"Soil, Urban, Greenspaces",266,133,0.796992481203008,7
MFD_g_875,213,177,0.344048744616031,Core,"Soil, Urban, Greenspaces",266,133,0.800751879699248,3
Jatrophihabitans,186,134,0.330917113142137,Core,"Soil, Urban, Greenspaces",266,133,0.699248120300752,6
Microvirga,204,163,0.325289271081896,Core,"Soil, Urban, Greenspaces",266,133,0.766917293233083,2
Pedomicrobium,225,177,0.320411807963021,Core,"Soil, Urban, Greenspaces",266,133,0.845864661654135,3
MFD_g_9823,179,154,0.305404229135714,Core,"Soil, Urban, Greenspaces",266,133,0.672932330827068,3
Subgroup_10,230,176,0.29940119760479,Core,"Soil, Urban, Greenspaces",266,133,0.864661654135338,7
Sphingomonas,223,182,0.299026008134108,Core,"Soil, Urban, Greenspaces",266,133,0.838345864661654,2
Chthoniobacter,239,195,0.288520702954992,Core,"Soil, Urban, Greenspaces",266,133,0.898496240601504,7
CL500-29_marine_group,235,193,0.28814551348431,Core,"Soil, Urban, Greenspaces",266,133,0.883458646616541,6
Nitrospira,222,176,0.276514639893146,Core,"Soil, Urban, Greenspaces",266,133,0.834586466165414,5
MFD_g_4485,210,169,0.271637176774271,Core,"Soil, Urban, Greenspaces",266,133,0.789473684210526,1
Pirellula,227,170,0.270886797832906,Core,"Soil, Urban, Greenspaces",266,133,0.853383458646617,7
MFD_g_13520,221,176,0.269761229420858,Core,"Soil, Urban, Greenspaces",266,133,0.830827067669173,5
MFD_g_4907,205,150,0.267885282067444,Core,"Soil, Urban, Greenspaces",266,133,0.770676691729323,2
Ellin6067,236,181,0.265634145243348,Core,"Soil, Urban, Greenspaces",266,133,0.887218045112782,5
Gemmata,226,171,0.239370882295559,Core,"Soil, Urban, Greenspaces",266,133,0.849624060150376,2
MFD_g_1742,212,156,0.237494934942146,Core,"Soil, Urban, Greenspaces",266,133,0.796992481203008,1
MFD_g_678,230,165,0.237494934942146,Core,"Soil, Urban, Greenspaces",266,133,0.864661654135338,2
MFD_g_191,202,154,0.237119745471463,Core,"Soil, Urban, Greenspaces",266,133,0.759398496240602,2
MFD_g_1794,190,144,0.222112166644155,Core,"Soil, Urban, Greenspaces",266,133,0.714285714285714,2
Pajaroellobacter,231,150,0.207854966758213,Core,"Soil, Urban, Greenspaces",266,133,0.868421052631579,8
MFD_g_5777,177,135,0.196224093167049,Core,"Soil, Urban, Greenspaces",266,133,0.665413533834586,2
Ferruginibacter,206,137,0.193972956342953,Core,"Soil, Urban, Greenspaces",266,133,0.774436090225564,2
Flavobacterium,8,7,3.46806387225548,Core,"Water, Natural, Saltwater",8,4,1,5
NS3a_marine_group,7,7,1.98353293413174,Core,"Water, Natural, Saltwater",8,4,0.875,1
Ca_Aquiluna,7,5,1.53443113772455,Core,"Water, Natural, Saltwater",8,4,0.875,1
MFD_g_952,7,6,1.52195608782435,Core,"Water, Natural, Saltwater",8,4,0.875,1
hgcI_clade,6,5,1.38473053892216,Core,"Water, Natural, Saltwater",8,4,0.75,1
MFD_g_24207,5,5,1.34730538922156,Core,"Water, Natural, Saltwater",8,4,0.625,1
Mycobacterium,8,5,1.22255489021956,Core,"Water, Natural, Saltwater",8,4,1,15
CL500-29_marine_group,8,7,1.08532934131737,Core,"Water, Natural, Saltwater",8,4,1,6
Clade_Ia,7,7,1.06037924151697,Core,"Water, Natural, Saltwater",8,4,0.875,1
Fluviicola,8,6,1.06037924151697,Core,"Water, Natural, Saltwater",8,4,1,1
NS5_marine_group,7,7,1.03542914171657,Core,"Water, Natural, Saltwater",8,4,0.875,1
Polaribacter,6,5,0.960578842315369,Core,"Water, Natural, Saltwater",8,4,0.75,1
Roseibacillus,4,4,0.773453093812376,Core,"Water, Natural, Saltwater",8,4,0.5,2
OM60NOR5_clade,7,6,0.686127744510978,Core,"Water, Natural, Saltwater",8,4,0.875,2
Formosa,5,4,0.63622754491018,Core,"Water, Natural, Saltwater",8,4,0.625,1
Cyanobium_PCC-6307,6,5,0.62375249500998,Core,"Water, Natural, Saltwater",8,4,0.75,2
RS62_marine_group,6,5,0.474051896207585,Core,"Water, Natural, Saltwater",8,4,0.75,1
Algoriphagus,5,5,0.461576846307385,Core,"Water, Natural, Saltwater",8,4,0.625,1
Luteolibacter,6,5,0.461576846307385,Core,"Water, Natural, Saltwater",8,4,0.75,4
Pseudomonas,5,4,0.411676646706587,Core,"Water, Natural, Saltwater",8,4,0.625,2
MFD_g_1015,5,5,0.386726546906187,Core,"Water, Natural, Saltwater",8,4,0.625,1
Ilumatobacter,4,4,0.336826347305389,Core,"Water, Natural, Saltwater",8,4,0.5,7
Aquibacter,4,4,0.32435129740519,Core,"Water, Natural, Saltwater",8,4,0.5,1
Winogradskyella,4,4,0.32435129740519,Core,"Water, Natural, Saltwater",8,4,0.5,2
Pseudohongiella,6,6,0.31187624750499,Core,"Water, Natural, Saltwater",8,4,0.75,1
OM43_clade,5,4,0.237025948103793,Core,"Water, Natural, Saltwater",8,4,0.625,1
MFD_g_65516,5,4,0.199600798403194,Core,"Water, Natural, Saltwater",8,4,0.625,1
Bacillus,6,5,0.199600798403194,Core,"Water, Natural, Saltwater",8,4,0.75,13
MFD_g_873469,6,4,0.199600798403194,Core,"Water, Natural, Saltwater",8,4,0.75,2
Planktomarina,5,4,0.174650698602794,Core,"Water, Natural, Saltwater",8,4,0.625,1
Sva0996_marine_group,5,4,0.162175648702595,Core,"Water, Natural, Saltwater",8,4,0.625,2
Caldicoprobacter,17,16,4.28666476570668,Core,"Water, Urban, Biogas",21,11,0.80952380952381,1
Lentimicrobium,21,21,2.83243037734056,Core,"Water, Urban, Biogas",21,11,1,1
Clostridium_sensu_stricto_1,20,20,2.05303678357571,Core,"Water, Urban, Biogas",21,11,0.952380952380952,5
Halocella,12,11,1.6348255869214,Core,"Water, Urban, Biogas",21,11,0.571428571428571,1
Syntrophomonas,21,21,1.29740518962076,Core,"Water, Urban, Biogas",21,11,1,1
Methanoculleus,17,14,1.26413838988689,Core,"Water, Urban, Biogas",21,11,0.80952380952381,1
Defluviitoga,14,14,1.12156639102747,Core,"Water, Urban, Biogas",21,11,0.666666666666667,1
MFD_g_873469,20,19,1.11681399106549,Core,"Water, Urban, Biogas",21,11,0.952380952380952,2
MFD_g_51204,14,12,1.03127079174983,Core,"Water, Urban, Biogas",21,11,0.666666666666667,1
Syntrophaceticus,12,11,0.907708392738333,Core,"Water, Urban, Biogas",21,11,0.571428571428571,1
Ruminiclostridium,19,17,0.893451192852391,Core,"Water, Urban, Biogas",21,11,0.904761904761905,1
Acetomicrobium,17,15,0.88869879289041,Core,"Water, Urban, Biogas",21,11,0.80952380952381,1
Lachnospiraceae_NK3A20_group,14,13,0.817412793460698,Core,"Water, Urban, Biogas",21,11,0.666666666666667,1
HN-HF0106,20,16,0.784145993726833,Core,"Water, Urban, Biogas",21,11,0.952380952380952,1
Proteiniphilum,20,17,0.717612394259101,Core,"Water, Urban, Biogas",21,11,0.952380952380952,1
MFD_g_4610,16,13,0.674840794601274,Core,"Water, Urban, Biogas",21,11,0.761904761904762,1
Corynebacterium,17,15,0.65107879479137,Core,"Water, Urban, Biogas",21,11,0.80952380952381,1
Tissierella,11,11,0.570287995437696,Core,"Water, Urban, Biogas",21,11,0.523809523809524,1
MFD_g_8211,13,11,0.551278395589773,Core,"Water, Urban, Biogas",21,11,0.619047619047619,1
Romboutsia,19,17,0.460982796312138,Core,"Water, Urban, Biogas",21,11,0.904761904761905,3
Christensenellaceae_R-7_group,16,12,0.451477996388176,Core,"Water, Urban, Biogas",21,11,0.761904761904762,2
Sedimentibacter,14,12,0.427715996578272,Core,"Water, Urban, Biogas",21,11,0.666666666666667,1
Ca_Caldatribacterium,16,12,0.399201596806387,Core,"Water, Urban, Biogas",21,11,0.761904761904762,1
MFD_g_27295,14,13,0.365934797072522,Core,"Water, Urban, Biogas",21,11,0.666666666666667,1
Sphaerochaeta,11,11,0.308905997528752,Core,"Water, Urban, Biogas",21,11,0.523809523809524,1
Turicibacter,16,13,0.29940119760479,Core,"Water, Urban, Biogas",21,11,0.761904761904762,1
Pelotomaculum,17,12,0.29464879764281,Core,"Water, Urban, Biogas",21,11,0.80952380952381,1
Dethiobacter,15,13,0.270886797832906,Core,"Water, Urban, Biogas",21,11,0.714285714285714,1
MFD_g_765,13,11,0.213857998289136,Core,"Water, Urban, Biogas",21,11,0.619047619047619,1
MFD_g_117765,14,11,0.209105598327155,Core,"Water, Urban, Biogas",21,11,0.666666666666667,1
MFD_g_115104,12,11,0.199600798403194,Core,"Water, Urban, Biogas",21,11,0.571428571428571,1
Treponema,17,11,0.199600798403194,Core,"Water, Urban, Biogas",21,11,0.80952380952381,1
Ruminofilibacter,15,11,0.18059119855527,Core,"Water, Urban, Biogas",21,11,0.714285714285714,1
Mycobacterium,11,11,1.71421862158037,Core,"Water, Urban, Drinking water",17,9,0.647058823529412,15
Bacillus,10,9,1.5322296583304,Core,"Water, Urban, Drinking water",17,9,0.588235294117647,13
Nocardioides,10,10,0.921686039685335,Core,"Water, Urban, Drinking water",17,9,0.588235294117647,11
Nitrospira,13,11,0.65750851238699,Core,"Water, Urban, Drinking water",17,9,0.764705882352941,5
Streptomyces,12,9,0.457907713983797,Core,"Water, Urban, Drinking water",17,9,0.705882352941177,8
MFD_g_11470,13,12,0.387460373370905,Core,"Water, Urban, Drinking water",17,9,0.764705882352941,3
MFD_g_8204,11,10,0.369848538217683,Core,"Water, Urban, Drinking water",17,9,0.647058823529412,6
Bryobacter,10,9,0.281789362451567,Core,"Water, Urban, Drinking water",17,9,0.588235294117647,9
Legionella,10,9,0.264177527298345,Core,"Water, Urban, Drinking water",17,9,0.588235294117647,4
MFD_g_284,41,37,1.57253061444678,Core,"Water, Urban, Wastewater",74,37,0.554054054054054,1
Tetrasphaera,69,62,1.39450828073583,Core,"Water, Urban, Wastewater",74,37,0.932432432432432,1
Flavobacterium,72,68,1.0735286184388,Core,"Water, Urban, Wastewater",74,37,0.972972972972973,5
Ca_Competibacter,62,47,1.03846361331391,Core,"Water, Urban, Wastewater",74,37,0.837837837837838,1
MFD_g_212,69,64,0.99260937584291,Core,"Water, Urban, Wastewater",74,37,0.932432432432432,1
Terrimonas,70,69,0.921130711549873,Core,"Water, Urban, Wastewater",74,37,0.945945945945946,1
Ferruginibacter,70,68,0.886065706424988,Core,"Water, Urban, Wastewater",74,37,0.945945945945946,2
Subgroup_10,67,62,0.846954739170308,Core,"Water, Urban, Wastewater",74,37,0.905405405405405,7
MFD_g_1292,66,63,0.844257431083779,Core,"Water, Urban, Wastewater",74,37,0.891891891891892,1
Ca_Microthrix,64,57,0.810541080002158,Core,"Water, Urban, Wastewater",74,37,0.864864864864865,1
MFD_g_408,63,57,0.735016453579328,Core,"Water, Urban, Wastewater",74,37,0.851351351351351,1
MFD_g_4556,55,51,0.726924529319739,Core,"Water, Urban, Wastewater",74,37,0.743243243243243,1
Nitrospira,60,56,0.725575875276474,Core,"Water, Urban, Wastewater",74,37,0.810810810810811,5
CL500-29_marine_group,70,69,0.687813562065059,Core,"Water, Urban, Wastewater",74,37,0.945945945945946,6
Thiothrix,60,50,0.641959324594055,Core,"Water, Urban, Wastewater",74,37,0.810810810810811,1
Haliangium,68,60,0.600151049252846,Core,"Water, Urban, Wastewater",74,37,0.918918918918919,12
Propioniciclava,70,61,0.555645465825107,Core,"Water, Urban, Wastewater",74,37,0.945945945945946,1
Hyphomicrobium,68,63,0.542158925392458,Core,"Water, Urban, Wastewater",74,37,0.918918918918919,5
Bifidobacterium,67,53,0.540810271349193,Core,"Water, Urban, Wastewater",74,37,0.905405405405405,1
Trichococcus,69,59,0.513837190483897,Core,"Water, Urban, Wastewater",74,37,0.932432432432432,1
BD1-7_clade,57,51,0.496304687921454,Core,"Water, Urban, Wastewater",74,37,0.77027027027027,1
OLB8,53,44,0.474726223229217,Core,"Water, Urban, Wastewater",74,37,0.716216216216216,1
MFD_g_593,62,58,0.473377569185952,Core,"Water, Urban, Wastewater",74,37,0.837837837837838,1
Micropruina,55,44,0.472028915142688,Core,"Water, Urban, Wastewater",74,37,0.743243243243243,1
Rhodoferax,70,59,0.450450450450451,Core,"Water, Urban, Wastewater",74,37,0.945945945945946,1
MFD_g_7704,67,53,0.436963910017802,Core,"Water, Urban, Wastewater",74,37,0.905405405405405,1
MFD_g_221,62,56,0.431569293844743,Core,"Water, Urban, Wastewater",74,37,0.837837837837838,1
Iamia,60,54,0.401898904892917,Core,"Water, Urban, Wastewater",74,37,0.810810810810811,4
Novosphingobium,68,57,0.393806980633328,Core,"Water, Urban, Wastewater",74,37,0.918918918918919,1
Acinetobacter,66,51,0.381669094243945,Core,"Water, Urban, Wastewater",74,37,0.891891891891892,1
Nannocystis,58,48,0.381669094243945,Core,"Water, Urban, Wastewater",74,37,0.783783783783784,1
MFD_g_8145,51,43,0.358741975508443,Core,"Water, Urban, Wastewater",74,37,0.689189189189189,1
MFD_g_2667,59,51,0.353347359335383,Core,"Water, Urban, Wastewater",74,37,0.797297297297297,1
Nocardioides,63,47,0.339860818902735,Core,"Water, Urban, Wastewater",74,37,0.851351351351351,11
Rhodobacter,63,49,0.33851216485947,Core,"Water, Urban, Wastewater",74,37,0.851351351351351,1
MFD_g_1047,64,51,0.327722932513352,Core,"Water, Urban, Wastewater",74,37,0.864864864864865,1
Ahniella,60,42,0.326374278470087,Core,"Water, Urban, Wastewater",74,37,0.810810810810811,1
Thermomonas,60,39,0.325025624426822,Core,"Water, Urban, Wastewater",74,37,0.810810810810811,1
JGI_0001001-H03,61,49,0.311539083994174,Core,"Water, Urban, Wastewater",74,37,0.824324324324324,1
MFD_g_1325,54,42,0.306144467821115,Core,"Water, Urban, Wastewater",74,37,0.72972972972973,1
MFD_g_9023,53,37,0.30479581377785,Core,"Water, Urban, Wastewater",74,37,0.716216216216216,1
Dechloromonas,61,41,0.296703889518261,Core,"Water, Urban, Wastewater",74,37,0.824324324324324,1
Christensenellaceae_R-7_group,66,46,0.289960619301937,Core,"Water, Urban, Wastewater",74,37,0.891891891891892,2
Nitrosomonas,55,44,0.285914657172142,Core,"Water, Urban, Wastewater",74,37,0.743243243243243,1
Conexibacter,54,39,0.279171386955818,Core,"Water, Urban, Wastewater",74,37,0.72972972972973,10
Ca_Accumulibacter,55,45,0.275125424826024,Core,"Water, Urban, Wastewater",74,37,0.743243243243243,1
Mycobacterium,58,42,0.272428116739494,Core,"Water, Urban, Wastewater",74,37,0.783783783783784,15
Tessaracoccus,60,42,0.26568484652317,Core,"Water, Urban, Wastewater",74,37,0.810810810810811,1
Ellin6067,63,48,0.250849652047257,Core,"Water, Urban, Wastewater",74,37,0.851351351351351,5
SM1A02,56,40,0.249500998003992,Core,"Water, Urban, Wastewater",74,37,0.756756756756757,2
Pirellula,64,49,0.245455035874198,Core,"Water, Urban, Wastewater",74,37,0.864864864864865,7
MFD_g_864,48,37,0.242757727787668,Core,"Water, Urban, Wastewater",74,37,0.648648648648649,1
Sulfuritalea,57,43,0.236014457571344,Core,"Water, Urban, Wastewater",74,37,0.77027027027027,1
MFD_g_25480,56,39,0.204995414576253,Core,"Water, Urban, Wastewater",74,37,0.756756756756757,1
