Genus,n_observations,n_abundant,mean_abundance,Genus_type,complex1,group_size,Core,prevalence,fidelity
Acidibacter,320,226,0.247515578921732,Core,"Soil, Agriculture, Fields",377,189,0.848806366047745,7
Oryzihumus,302,217,0.246456688744527,Core,"Soil, Agriculture, Fields",377,189,0.80106100795756,1
Pedomicrobium,320,224,0.240103347681295,Core,"Soil, Agriculture, Fields",377,189,0.848806366047745,3
Lysinibacillus,309,221,0.238250289871186,Core,"Soil, Agriculture, Fields",377,189,0.819628647214854,1
Tumebacillus,294,200,0.233220561529461,Core,"Soil, Agriculture, Fields",377,189,0.779840848806366,1
Pajaroellobacter,332,237,0.226337775377627,Core,"Soil, Agriculture, Fields",377,189,0.880636604774536,8
Hyphomicrobium,313,220,0.220778601947299,Core,"Soil, Agriculture, Fields",377,189,0.830238726790451,5
Clostridium_sensu_stricto_13,302,199,0.218396099048587,Core,"Soil, Agriculture, Fields",377,189,0.80106100795756,5
MFD_g_1517,306,222,0.212042757985356,Core,"Soil, Agriculture, Fields",377,189,0.811671087533157,1
Marmoricola,294,205,0.212042757985356,Core,"Soil, Agriculture, Fields",377,189,0.779840848806366,2
Iamia,288,214,0.211778035441054,Core,"Soil, Agriculture, Fields",377,189,0.763925729442971,4
Reyranella,310,216,0.207807197276534,Core,"Soil, Agriculture, Fields",377,189,0.822281167108753,5
Gemmata,310,216,0.199336075858892,Core,"Soil, Agriculture, Fields",377,189,0.822281167108753,2
MFD_g_13520,285,189,0.195629960238674,Core,"Soil, Agriculture, Fields",377,189,0.755968169761273,5
Chthoniobacter,303,208,0.192188567162757,Core,"Soil, Agriculture, Fields",377,189,0.803713527851459,7
CL500-29_marine_group,301,194,0.182393833023608,Core,"Soil, Agriculture, Fields",377,189,0.798408488063661,6
Acidothermus,95,77,1.63492459525394,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.659722222222222,8
Bacillus,126,112,1.47690729651808,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.875,13
Roseiarcus,92,77,1.38334442226658,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.638888888888889,6
Ca_Solibacter,132,117,1.1705755156354,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.916666666666667,8
Mycobacterium,139,133,1.09849744954535,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.965277777777778,15
Gaiella,106,102,0.903748059436683,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.736111111111111,7
Haliangium,135,130,0.715236194278111,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.9375,12
Nocardioides,112,100,0.645930361499224,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.777777777777778,11
MFD_g_8204,115,108,0.603653803504103,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.798611111111111,6
Bryobacter,136,113,0.575931470392549,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.944444444444444,9
Pir4_lineage,111,103,0.55652583721446,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.770833333333333,10
Clostridium_sensu_stricto_1,105,74,0.548902195608783,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.729166666666667,5
Conexibacter,134,121,0.547516078953205,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.930555555555556,10
Ca_Udaeobacter,103,88,0.527417387447328,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.715277777777778,7
Clostridium_sensu_stricto_13,120,94,0.527417387447328,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.833333333333333,5
MFD_g_5535,118,110,0.523952095808383,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.819444444444445,7
Desulfobacca,112,95,0.488606121091151,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.777777777777778,3
Pseudolabrys,105,83,0.435240629851409,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.729166666666667,2
Ca_Xiphinematobacter,102,87,0.429003104901309,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.708333333333333,4
MFD_g_782,115,103,0.425537813262364,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.798611111111111,7
MFD_g_875,94,85,0.40959747172322,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.652777777777778,3
MFD_g_8,133,108,0.408904413395431,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.923611111111111,8
MFD_g_4212,100,88,0.39781548015081,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.694444444444445,3
mle1-7,107,92,0.371479263694833,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.743055555555556,1
MFD_g_6,109,99,0.363855622089155,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.756944444444445,8
Aquisphaera,107,74,0.357618097139055,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.743055555555556,6
Hyphomicrobium,121,101,0.347915280550011,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.840277777777778,5
Pajaroellobacter,125,98,0.334054113994234,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.868055555555556,8
MFD_g_2945,111,89,0.332667997338656,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.770833333333333,3
Paenibacillus,120,94,0.306331780882679,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.833333333333333,10
MFD_g_2480,103,90,0.300094255932579,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.715277777777778,3
MFD_g_812,111,92,0.300094255932579,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.770833333333333,4
Rhodomicrobium,98,75,0.288312264360169,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.680555555555556,1
Bradyrhizobium,124,82,0.28761920603238,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.861111111111111,8
MFD_g_1860,84,72,0.260589931248614,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.583333333333333,1
MFD_g_650,88,74,0.254352406298514,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.611111111111111,3
Bauldia,102,82,0.254352406298514,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.708333333333333,2
MFD_g_678,108,83,0.242570414726103,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.75,2
Reyranella,99,77,0.233560656464848,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.6875,5
Pirellula,98,72,0.233560656464848,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.680555555555556,7
MFD_g_13520,101,78,0.217620314925704,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.701388888888889,5
CL500-29_marine_group,93,73,0.210689731647815,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.645833333333333,6
Ellin6067,104,78,0.209996673320027,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.722222222222222,5
MFD_g_191,91,73,0.205838323353293,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.631944444444445,2
MFD_g_6265,96,78,0.200986915058771,Core,"Soil, Natural, Bogs, mires and fens",144,72,0.666666666666667,2
Nocardioides,84,79,4.05665940845581,Core,"Soil, Natural, Coastal",88,44,0.954545454545455,11
Bacillus,76,68,3.09608056614045,Core,"Soil, Natural, Coastal",88,44,0.863636363636364,13
Pseudomonas,58,49,1.59340410088913,Core,"Soil, Natural, Coastal",88,44,0.659090909090909,2
Mycobacterium,86,86,1.38586463436763,Core,"Soil, Natural, Coastal",88,44,0.977272727272727,15
Streptomyces,74,65,1.3370985302123,Core,"Soil, Natural, Coastal",88,44,0.840909090909091,8
MFD_g_144,77,67,1.06945200508075,Core,"Soil, Natural, Coastal",88,44,0.875,7
Flavobacterium,63,51,0.900471783705317,Core,"Soil, Natural, Coastal",88,44,0.715909090909091,5
Pir4_lineage,82,75,0.883460352023227,Core,"Soil, Natural, Coastal",88,44,0.931818181818182,10
Ilumatobacter,73,62,0.614679731446199,Core,"Soil, Natural, Coastal",88,44,0.829545454545455,7
Solirubrobacter,57,49,0.5897296316458,Core,"Soil, Natural, Coastal",88,44,0.647727272727273,4
Ca_Udaeobacter,56,50,0.533024859372165,Core,"Soil, Natural, Coastal",88,44,0.636363636363636,7
MFD_g_9823,63,57,0.519415714026493,Core,"Soil, Natural, Coastal",88,44,0.715909090909091,3
Bauldia,76,63,0.50580656868082,Core,"Soil, Natural, Coastal",88,44,0.863636363636364,2
Gaiella,63,54,0.484258755216839,Core,"Soil, Natural, Coastal",88,44,0.715909090909091,7
Subgroup_10,78,67,0.480856468880421,Core,"Soil, Natural, Coastal",88,44,0.886363636363636,7
Haliangium,74,65,0.462710941752858,Core,"Soil, Natural, Coastal",88,44,0.840909090909091,12
Pseudonocardia,59,49,0.436626746506986,Core,"Soil, Natural, Coastal",88,44,0.670454545454545,5
MFD_g_264,57,44,0.426419887497732,Core,"Soil, Natural, Coastal",88,44,0.647727272727273,4
Pseudolabrys,63,49,0.38332426056977,Core,"Soil, Natural, Coastal",88,44,0.715909090909091,2
Iamia,63,49,0.37084921066957,Core,"Soil, Natural, Coastal",88,44,0.715909090909091,4
Ca_Alysiosphaera,66,47,0.351569588096535,Core,"Soil, Natural, Coastal",88,44,0.75,3
MFD_g_841,65,49,0.293730720377427,Core,"Soil, Natural, Coastal",88,44,0.738636363636364,2
MFD_g_782,64,51,0.2823897659227,Core,"Soil, Natural, Coastal",88,44,0.727272727272727,7
Paenibacillus,67,44,0.276719288695337,Core,"Soil, Natural, Coastal",88,44,0.761363636363636,10
MFD_g_5535,62,44,0.250635093449465,Core,"Soil, Natural, Coastal",88,44,0.704545454545455,7
MFD_g_13520,57,46,0.238160043549265,Core,"Soil, Natural, Coastal",88,44,0.647727272727273,5
Pirellula,64,44,0.224550898203593,Core,"Soil, Natural, Coastal",88,44,0.727272727272727,7
MFD_g_6,62,45,0.209807657412448,Core,"Soil, Natural, Coastal",88,44,0.704545454545455,8
Acidothermus,73,65,11.3873518785214,Core,"Soil, Natural, Dunes",79,40,0.924050632911392,8
Mycobacterium,79,78,3.66734884661058,Core,"Soil, Natural, Dunes",79,40,1,15
Roseiarcus,63,58,2.98011571793123,Core,"Soil, Natural, Dunes",79,40,0.79746835443038,6
Conexibacter,78,75,2.20445185578211,Core,"Soil, Natural, Dunes",79,40,0.987341772151899,10
Nocardioides,47,44,2.0541196088835,Core,"Soil, Natural, Dunes",79,40,0.59493670886076,11
Streptomyces,73,64,1.56143409383764,Core,"Soil, Natural, Dunes",79,40,0.924050632911392,8
MFD_g_261,55,52,1.39088910786023,Core,"Soil, Natural, Dunes",79,40,0.69620253164557,4
Burkholderia-Caballeronia-Paraburkholderia,68,58,1.15338942368428,Core,"Soil, Natural, Dunes",79,40,0.860759493670886,5
MFD_g_195,53,48,1.11549053791152,Core,"Soil, Natural, Dunes",79,40,0.670886075949367,4
Ca_Solibacter,76,73,1.04600924732813,Core,"Soil, Natural, Dunes",79,40,0.962025316455696,8
Bryobacter,75,70,0.859041410849188,Core,"Soil, Natural, Dunes",79,40,0.949367088607595,9
Bacillus,61,48,0.812299451729453,Core,"Soil, Natural, Dunes",79,40,0.772151898734177,13
Acidipila-Silvibacterium,60,53,0.804719674574901,Core,"Soil, Natural, Dunes",79,40,0.759493670886076,4
Acidibacter,76,73,0.718815533489983,Core,"Soil, Natural, Dunes",79,40,0.962025316455696,7
MFD_g_1315,61,56,0.70870916395058,Core,"Soil, Natural, Dunes",79,40,0.772151898734177,5
MFD_g_144,60,52,0.694812905833902,Core,"Soil, Natural, Dunes",79,40,0.759493670886076,7
Haliangium,70,63,0.665757093408121,Core,"Soil, Natural, Dunes",79,40,0.886075949367089,12
Jatrophihabitans,66,57,0.648070946714167,Core,"Soil, Natural, Dunes",79,40,0.835443037974684,6
MFD_g_437,55,48,0.632911392405064,Core,"Soil, Natural, Dunes",79,40,0.69620253164557,4
MFD_g_245,59,55,0.621541726673236,Core,"Soil, Natural, Dunes",79,40,0.746835443037975,3
Aquisphaera,60,51,0.603855579979282,Core,"Soil, Natural, Dunes",79,40,0.759493670886076,6
MFD_g_68,46,40,0.555850324667122,Core,"Soil, Natural, Dunes",79,40,0.582278481012658,3
Ca_Udaeobacter,54,43,0.547007251320145,Core,"Soil, Natural, Dunes",79,40,0.683544303797468,7
Bradyrhizobium,72,65,0.520478031279214,Core,"Soil, Natural, Dunes",79,40,0.911392405063291,8
Occallatibacter,58,50,0.499001996007984,Core,"Soil, Natural, Dunes",79,40,0.734177215189873,4
Pajaroellobacter,72,63,0.437100482579146,Core,"Soil, Natural, Dunes",79,40,0.911392405063291,8
Pseudonocardia,51,41,0.406781373960939,Core,"Soil, Natural, Dunes",79,40,0.645569620253165,5
Granulicella,55,49,0.382778746304859,Core,"Soil, Natural, Dunes",79,40,0.69620253164557,4
MFD_g_1152,69,52,0.329720306222997,Core,"Soil, Natural, Dunes",79,40,0.873417721518987,4
Chthoniobacter,70,56,0.32087723287602,Core,"Soil, Natural, Dunes",79,40,0.886075949367089,7
Paenibacillus,68,54,0.300664493797216,Core,"Soil, Natural, Dunes",79,40,0.860759493670886,10
MFD_g_647,49,41,0.298137901412365,Core,"Soil, Natural, Dunes",79,40,0.620253164556962,4
MFD_g_8,65,49,0.294348012835089,Core,"Soil, Natural, Dunes",79,40,0.822784810126582,8
Reyranella,52,44,0.270345385179009,Core,"Soil, Natural, Dunes",79,40,0.658227848101266,5
MFD_g_224,59,43,0.257712423254756,Core,"Soil, Natural, Dunes",79,40,0.746835443037975,5
Legionella,65,49,0.256449127062331,Core,"Soil, Natural, Dunes",79,40,0.822784810126582,4
Puia,55,40,0.248869349907779,Core,"Soil, Natural, Dunes",79,40,0.69620253164557,3
Acidothermus,204,198,12.7207848454035,Core,"Soil, Natural, Forests",212,106,0.962264150943396,8
Roseiarcus,193,183,2.92245697284676,Core,"Soil, Natural, Forests",212,106,0.910377358490566,6
Mycobacterium,212,212,2.8377207848454,Core,"Soil, Natural, Forests",212,106,1,15
MFD_g_195,169,160,1.73238428802772,Core,"Soil, Natural, Forests",212,106,0.797169811320755,4
Conexibacter,208,202,1.72391066922758,Core,"Soil, Natural, Forests",212,106,0.981132075471698,10
MFD_g_261,164,155,1.39014423982224,Core,"Soil, Natural, Forests",212,106,0.773584905660377,4
Acidibacter,200,192,1.22302564681957,Core,"Soil, Natural, Forests",212,106,0.943396226415094,7
Burkholderia-Caballeronia-Paraburkholderia,176,158,1.19054344141905,Core,"Soil, Natural, Forests",212,106,0.830188679245283,5
Ca_Solibacter,208,198,0.98623507701578,Core,"Soil, Natural, Forests",212,106,0.981132075471698,8
Bryobacter,204,190,0.94433773961511,Core,"Soil, Natural, Forests",212,106,0.962264150943396,9
MFD_g_1315,177,165,0.897732836214364,Core,"Soil, Natural, Forests",212,106,0.834905660377359,5
MFD_g_437,153,143,0.863838361013822,Core,"Soil, Natural, Forests",212,106,0.721698113207547,4
Occallatibacter,164,149,0.836063721613378,Core,"Soil, Natural, Forests",212,106,0.773584905660377,4
MFD_g_245,172,160,0.785692765412572,Core,"Soil, Natural, Forests",212,106,0.811320754716981,3
Bacillus,164,135,0.780043686212481,Core,"Soil, Natural, Forests",212,106,0.773584905660377,13
Acidipila-Silvibacterium,167,156,0.770157797612323,Core,"Soil, Natural, Forests",212,106,0.787735849056604,4
MFD_g_68,145,127,0.724494407411592,Core,"Soil, Natural, Forests",212,106,0.683962264150943,3
Granulicella,171,154,0.595507099009528,Core,"Soil, Natural, Forests",212,106,0.806603773584906,4
MFD_g_8,198,181,0.542311603208677,Core,"Soil, Natural, Forests",212,106,0.933962264150943,8
Bradyrhizobium,198,179,0.525364365608406,Core,"Soil, Natural, Forests",212,106,0.933962264150943,8
Haliangium,172,144,0.456633902007306,Core,"Soil, Natural, Forests",212,106,0.811320754716981,12
MFD_g_144,169,126,0.442040447407073,Core,"Soil, Natural, Forests",212,106,0.797169811320755,7
Aquisphaera,189,158,0.441098934207058,Core,"Soil, Natural, Forests",212,106,0.891509433962264,6
MFD_g_1152,191,160,0.403438406206455,Core,"Soil, Natural, Forests",212,106,0.900943396226415,4
Pajaroellobacter,200,165,0.387432681806199,Core,"Soil, Natural, Forests",212,106,0.943396226415094,8
Streptomyces,154,119,0.384608142206154,Core,"Soil, Natural, Forests",212,106,0.726415094339623,8
MFD_g_647,151,130,0.362953338605807,Core,"Soil, Natural, Forests",212,106,0.712264150943396,4
Paenibacillus,196,162,0.347889127405566,Core,"Soil, Natural, Forests",212,106,0.924528301886792,10
Jatrophihabitans,163,118,0.287632282604602,Core,"Soil, Natural, Forests",212,106,0.768867924528302,6
Ca_Koribacter,149,108,0.261740669604188,Core,"Soil, Natural, Forests",212,106,0.702830188679245,3
MFD_g_224,161,128,0.260328399804165,Core,"Soil, Natural, Forests",212,106,0.759433962264151,5
Actinospica,135,109,0.257033103604113,Core,"Soil, Natural, Forests",212,106,0.636792452830189,2
Puia,170,134,0.257033103604113,Core,"Soil, Natural, Forests",212,106,0.80188679245283,3
Legionella,180,126,0.228316951003653,Core,"Soil, Natural, Forests",212,106,0.849056603773585,4
Chthoniobacter,158,111,0.198188528603171,Core,"Soil, Natural, Forests",212,106,0.745283018867925,7
Acidothermus,203,184,5.46847481507573,Core,"Soil, Natural, Grassland formations",238,119,0.852941176470588,8
Bacillus,235,227,3.61210352404435,Core,"Soil, Natural, Grassland formations",238,119,0.987394957983193,13
Mycobacterium,237,236,2.11006558311948,Core,"Soil, Natural, Grassland formations",238,119,0.995798319327731,15
Conexibacter,232,222,1.8987235612808,Core,"Soil, Natural, Grassland formations",238,119,0.974789915966386,10
Ca_Udaeobacter,223,211,1.8530166557641,Core,"Soil, Natural, Grassland formations",238,119,0.936974789915966,7
Nocardioides,207,189,1.51042452909307,Core,"Soil, Natural, Grassland formations",238,119,0.869747899159664,11
Roseiarcus,175,162,1.107448967611,Core,"Soil, Natural, Grassland formations",238,119,0.735294117647059,6
Ca_Solibacter,227,209,1.04119492108221,Core,"Soil, Natural, Grassland formations",238,119,0.953781512605042,8
Haliangium,235,230,0.872624498901357,Core,"Soil, Natural, Grassland formations",238,119,0.987394957983193,12
Streptomyces,227,218,0.852916016706084,Core,"Soil, Natural, Grassland formations",238,119,0.953781512605042,8
MFD_g_8,229,218,0.82817558160989,Core,"Soil, Natural, Grassland formations",238,119,0.96218487394958,8
Gaiella,163,138,0.792951911303444,Core,"Soil, Natural, Grassland formations",238,119,0.684873949579832,7
Bradyrhizobium,226,212,0.785823311360473,Core,"Soil, Natural, Grassland formations",238,119,0.949579831932773,8
MFD_g_144,215,199,0.696086817960718,Core,"Soil, Natural, Grassland formations",238,119,0.903361344537815,7
Bryobacter,233,217,0.670507724047703,Core,"Soil, Natural, Grassland formations",238,119,0.978991596638655,9
MFD_g_8204,222,205,0.660024488837451,Core,"Soil, Natural, Grassland formations",238,119,0.932773109243698,6
Solirubrobacter,177,146,0.614736912729164,Core,"Soil, Natural, Grassland formations",238,119,0.743697478991597,4
Sporosarcina,183,151,0.610543618645063,Core,"Soil, Natural, Grassland formations",238,119,0.76890756302521,2
Jatrophihabitans,192,149,0.488099431389322,Core,"Soil, Natural, Grassland formations",238,119,0.80672268907563,6
Acidibacter,217,191,0.47677753736225,Core,"Soil, Natural, Grassland formations",238,119,0.911764705882353,7
Pseudonocardia,190,155,0.440295878830574,Core,"Soil, Natural, Grassland formations",238,119,0.798319327731092,5
Ca_Xiphinematobacter,202,172,0.422684043677351,Core,"Soil, Natural, Grassland formations",238,119,0.848739495798319,4
MFD_g_827,149,130,0.422264714268941,Core,"Soil, Natural, Grassland formations",238,119,0.626050420168067,2
Paenibacillus,224,195,0.4163941025512,Core,"Soil, Natural, Grassland formations",238,119,0.941176470588235,10
Pir4_lineage,191,167,0.405910867340948,Core,"Soil, Natural, Grassland formations",238,119,0.802521008403361,10
Burkholderia-Caballeronia-Paraburkholderia,151,120,0.386621714554085,Core,"Soil, Natural, Grassland formations",238,119,0.634453781512605,5
Aquisphaera,197,157,0.383267079286805,Core,"Soil, Natural, Grassland formations",238,119,0.827731092436975,6
MFD_g_264,157,137,0.379912444019524,Core,"Soil, Natural, Grassland formations",238,119,0.659663865546219,4
Gemmatimonas,201,162,0.369429208809272,Core,"Soil, Natural, Grassland formations",238,119,0.84453781512605,4
Reyranella,213,184,0.368590549992452,Core,"Soil, Natural, Grassland formations",238,119,0.894957983193277,5
MFD_g_1315,155,132,0.366493902950402,Core,"Soil, Natural, Grassland formations",238,119,0.651260504201681,5
MFD_g_812,208,182,0.35642999714856,Core,"Soil, Natural, Grassland formations",238,119,0.873949579831933,4
Pajaroellobacter,204,162,0.348462738388769,Core,"Soil, Natural, Grassland formations",238,119,0.857142857142857,8
MFD_g_6,162,136,0.320786997433704,Core,"Soil, Natural, Grassland formations",238,119,0.680672268907563,8
MFD_g_340,149,129,0.292272597661819,Core,"Soil, Natural, Grassland formations",238,119,0.626050420168067,2
MFD_g_782,156,134,0.276757409550647,Core,"Soil, Natural, Grassland formations",238,119,0.65546218487395,7
MFD_g_5535,179,141,0.270886797832906,Core,"Soil, Natural, Grassland formations",238,119,0.752100840336134,7
Nakamurella,179,132,0.265854844931985,Core,"Soil, Natural, Grassland formations",238,119,0.752100840336134,3
MFD_g_224,161,122,0.232727821667589,Core,"Soil, Natural, Grassland formations",238,119,0.676470588235294,5
MFD_g_1152,159,120,0.220567268823697,Core,"Soil, Natural, Grassland formations",238,119,0.668067226890756,4
Chthoniobacter,197,140,0.213019339472316,Core,"Soil, Natural, Grassland formations",238,119,0.827731092436975,7
MFD_g_13520,178,122,0.209664704205035,Core,"Soil, Natural, Grassland formations",238,119,0.747899159663866,5
Ellin6067,178,121,0.205471410120935,Core,"Soil, Natural, Grassland formations",238,119,0.747899159663866,5
MFD_g_6265,175,119,0.188698233784532,Core,"Soil, Natural, Grassland formations",238,119,0.735294117647059,2
Acidothermus,5,5,18.2801064537592,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,8
Conexibacter,6,6,6.90286094477712,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,10
Mycobacterium,6,6,5.95475715236194,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,15
Crossiella,4,3,1.81304058549568,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,1
Roseiarcus,5,5,1.48037258815702,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,6
Burkholderia-Caballeronia-Paraburkholderia,4,4,1.44710578842315,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,5
Bryobacter,6,6,1.33067198935462,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,9
Bacillus,6,4,1.31403858948769,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,13
Jatrophihabitans,5,4,1.26413838988689,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,6
MFD_g_437,5,5,0.931470392548238,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,4
Ca_Solibacter,6,5,0.881570192947438,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,8
Acidipila-Silvibacterium,5,5,0.864936793080509,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,4
Nocardioides,4,4,0.748502994011976,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,11
MFD_g_261,4,4,0.731869594145043,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,4
MFD_g_1315,5,5,0.615435795076514,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,5
Acidicaldus,4,3,0.565535595475716,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,2
Streptomyces,6,5,0.565535595475715,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,8
Haliangium,5,5,0.548902195608783,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,12
Acidibacter,6,5,0.515635395874917,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,7
MFD_g_144,6,5,0.482368596141051,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,7
Ca_Udaeobacter,4,3,0.449101796407186,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,7
Ca_Koribacter,3,3,0.449101796407186,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.5,3
MFD_g_195,3,3,0.449101796407186,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.5,4
Aquisphaera,5,4,0.41583499667332,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,6
Granulicella,5,4,0.399201596806387,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,4
MFD_g_710,4,4,0.382568196939454,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,2
MFD_g_8,5,5,0.349301397205589,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,8
Occallatibacter,4,4,0.349301397205589,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,4
Actinospica,4,3,0.316034597471723,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,2
Chthoniobacter,4,3,0.282767797737858,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,7
MFD_g_224,4,3,0.266134397870925,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,5
Bradyrhizobium,5,5,0.249500998003992,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.833333333333333,8
MFD_g_1634,4,4,0.249500998003992,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,2
MFD_g_275,4,3,0.216234198270127,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,1
Pajaroellobacter,6,3,0.216234198270126,Core,"Soil, Natural, Rocky habitats and caves",6,3,1,8
MFD_g_647,4,4,0.199600798403194,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,4
MFD_g_5981,4,4,0.182967398536261,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,2
MFD_g_443,3,3,0.166333998669328,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.5,1
MFD_g_31963,4,3,0.166333998669328,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,1
MFD_g_827,3,3,0.149700598802395,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.5,2
MFD_g_3632,4,3,0.149700598802395,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,2
Gemmatimonas,4,3,0.11643379906853,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.666666666666667,4
MFD_g_60423,3,3,0.11643379906853,Core,"Soil, Natural, Rocky habitats and caves",6,3,0.5,1
Acidothermus,92,89,17.1689230235182,Core,"Soil, Natural, Temperate heath and scrub",92,46,1,8
Roseiarcus,88,86,4.09724030200469,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.956521739130435,6
Mycobacterium,92,92,2.94628135034279,Core,"Soil, Natural, Temperate heath and scrub",92,46,1,15
MFD_g_195,86,82,2.27154386878417,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.934782608695652,4
Conexibacter,91,90,2.26069599930574,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.989130434782609,10
MFD_g_261,81,79,1.9027163065174,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.880434782608696,4
Ca_Solibacter,91,90,1.21170702074113,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.989130434782609,8
Bryobacter,88,87,1.17916341230582,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.956521739130435,9
MFD_g_710,67,52,1.16397639503602,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.728260869565217,2
Burkholderia-Caballeronia-Paraburkholderia,74,68,1.12492406491365,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.804347826086957,5
Bacillus,73,59,1.04573461772108,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.793478260869565,13
MFD_g_68,73,66,1.02946281350343,Core,"Soil, Natural, Temperate heath and scrub",92,46,0.793478260869565,3
