bin	cov	MAG_status
MFD02416.bin.2.188	21.401596	MQ
MFD02416.bin.2.19	39.47608	MQ
MFD02416.bin.2.191	15.907497	MQ
MFD02416.bin.2.193	22.21158	MQ
MFD02416.bin.2.194	24.33551	MQ
MFD02416.bin.2.197	28.296576	MQ
MFD02416.bin.2.198	29.770699	MQ
MFD02416.bin.2.199	24.902782	MQ
MFD02416.bin.2.200	23.08601	MQ
MFD02416.bin.2.203	11.8501835	MQ
MFD02416.bin.2.204	16.967747	MQ
MFD02416.bin.2.207	18.552204	MQ
MFD02416.bin.2.208	34.599262	MQ
MFD02416.bin.2.210	277.96317	MQ
MFD02416.bin.2.211	26.4526	MQ
MFD02416.bin.2.212	28.07083	MQ
MFD02416.bin.2.216	31.910505	MQ
MFD02416.bin.2.218	26.271368	MQ
MFD02416.bin.2.219	22.22382	MQ
MFD02416.bin.2.220	17.490532	MQ
MFD02416.bin.2.222	27.014275	MQ
MFD02416.bin.2.223	70.10042	MQ
MFD02416.bin.2.227	34.239956	MQ
MFD02416.bin.2.228	17.56771	MQ
MFD02416.bin.2.229	17.771215	MQ
MFD02416.bin.2.231	14.846531	MQ
MFD02416.bin.2.232	19.055979	MQ
MFD02416.bin.2.233	329.72418	MQ
MFD02416.bin.2.238	13.162839	MQ
MFD02416.bin.2.241	25.158083	MQ
MFD02416.bin.2.242	60.19666	MQ
MFD02416.bin.2.244	39.40479	MQ
MFD02416.bin.2.246	26.625128	MQ
MFD02416.bin.2.247	18.400492	MQ
MFD02416.bin.2.248	12.20009	MQ
MFD02416.bin.2.249	13.056893	MQ
MFD02416.bin.2.25	12.277064	MQ
MFD02416.bin.2.250	14.635774	MQ
MFD02416.bin.2.251	13.484705	MQ
MFD02416.bin.2.253	20.352537	MQ
MFD02416.bin.2.254	15.374004	MQ
MFD02416.bin.2.256	13.790154	MQ
MFD02416.bin.2.258	19.482656	MQ
MFD02416.bin.2.259	25.477776	MQ
MFD02416.bin.2.26	17.635956	MQ
MFD02416.bin.2.262	40.162773	MQ
MFD02416.bin.2.265	22.093964	MQ
MFD02416.bin.2.267	28.62865	MQ
MFD02416.bin.2.27	27.003304	MQ
MFD02416.bin.2.29	18.37303	MQ
MFD02416.bin.2.31	15.7352	MQ
MFD02416.bin.2.32	22.403318	MQ
MFD02416.bin.2.38	16.587503	MQ
MFD02416.bin.2.39	18.276245	MQ
MFD02416.bin.2.4	11.103767	MQ
MFD02416.bin.2.40	25.685137	MQ
MFD02416.bin.2.42	18.097479	MQ
MFD02416.bin.2.43	25.848736	MQ
MFD02416.bin.2.48	48.759174	MQ
MFD02416.bin.2.50	33.475502	MQ
MFD02416.bin.2.53	20.754602	MQ
MFD02416.bin.2.54	18.049383	MQ
MFD02416.bin.2.55	42.146927	MQ
MFD02416.bin.2.58	15.780351	MQ
MFD02416.bin.2.59	18.338955	MQ
MFD02416.bin.2.6	28.158817	MQ
MFD02416.bin.2.60	16.965223	MQ
MFD02416.bin.2.61	34.966328	MQ
MFD02416.bin.2.62	18.324718	MQ
MFD02416.bin.2.63	12.987172	MQ
MFD02416.bin.2.64	24.854687	MQ
MFD02416.bin.2.65	15.314795	MQ
MFD02416.bin.2.66	11.230138	MQ
MFD02416.bin.2.67	25.78291	MQ
MFD02416.bin.2.68	42.733685	MQ
MFD02416.bin.2.71	15.356532	MQ
MFD02416.bin.2.75	20.011312	MQ
MFD02416.bin.2.77	18.634617	MQ
MFD02416.bin.2.78	200.08638	MQ
MFD02416.bin.2.80	23.19368	MQ
MFD02416.bin.2.81	20.859787	MQ
MFD02416.bin.2.82	164.11111	MQ
MFD02416.bin.2.84	15.401107	MQ
MFD02416.bin.2.86	13.919611	MQ
MFD02416.bin.2.87	20.684502	MQ
MFD02416.bin.2.88	48.871647	MQ
MFD02416.bin.2.89	32.097782	MQ
MFD02416.bin.2.9	19.397932	MQ
MFD02416.bin.2.90	24.816782	MQ
MFD02416.bin.2.91	60.804836	MQ
MFD02416.bin.2.92	14.602978	MQ
MFD02416.bin.2.93	15.642823	MQ
MFD02416.bin.2.95	26.827152	MQ
MFD02416.bin.2.96	47.775658	MQ
MFD02416.bin.3.135	396.70117	MQ
MFD02416.bin.3.166	38.223557	MQ
MFD02416.bin.3.171	22.61451	MQ
MFD02416.bin.3.208	18.207388	MQ
MFD02416.bin.3.229	12.8540325	MQ
MFD02416.bin.3.235	87.883156	MQ
MFD02416.bin.3.32	20.49191	MQ
MFD02416.bin.3.337	40.388477	MQ
MFD02416.bin.3.343	15.175055	MQ
MFD02416.bin.3.344	17.922743	MQ
MFD02416.bin.3.349	28.68453	MQ
MFD02416.bin.3.361	136.38745	MQ
MFD02416.bin.3.381	25.988823	MQ
MFD02416.bin.3.64	37.961494	MQ
MFD02416.bin.3.66	30.365088	MQ
MFD02416.bin.3.87	14.333412	MQ
MFD02416.bin.4.153	129.68549	MQ
MFD02416.bin.4.367	30.225422	MQ
MFD02416.bin.4.497	23.609077	MQ
MFD02416.bin.4.66	16.557074	MQ
MFD02472.bin.2.10	25.713875	MQ
MFD02472.bin.2.20	16.384815	MQ
MFD02472.bin.2.25	13.834322	MQ
MFD02472.bin.2.26	7.501479	MQ
MFD02472.bin.2.29	8.276564	MQ
MFD02472.bin.2.33	12.75932	MQ
MFD02472.bin.2.57	11.194582	MQ
MFD02472.bin.2.58	32.83541	MQ
MFD02472.bin.2.73	24.335737	MQ
MFD02472.bin.2.9	21.334543	MQ
MFD02472.bin.3.114	236.38936	MQ
MFD02472.bin.3.206	20.34156	MQ
MFD02472.bin.3.240	14.40831	MQ
MFD02472.bin.3.252	11.11666	MQ
MFD02472.bin.3.256	12.67538	MQ
MFD02472.bin.3.75	5.962782	MQ
MFD02579.bin.1.4	87.394	MQ
MFD02579.bin.2.11	14.12756	MQ
MFD02579.bin.2.12	28.39751	MQ
MFD02579.bin.2.15	13.37156	MQ
MFD02579.bin.2.17	11.26408	MQ
MFD02579.bin.2.18	10.62012	MQ
MFD02579.bin.2.20	130.3107	MQ
MFD02579.bin.2.25	16.26589	MQ
MFD02579.bin.2.28	23.22436	MQ
MFD02579.bin.2.29	12.63171	MQ
MFD02579.bin.2.30	17.87693	MQ
MFD02579.bin.2.32	18.37509	MQ
MFD02579.bin.2.34	15.47577	MQ
MFD02579.bin.2.36	23.18518	MQ
MFD02579.bin.2.4	16.09209	MQ
MFD02579.bin.2.40	68.94614	MQ
MFD02579.bin.2.41	11.05969	MQ
MFD02579.bin.2.42	15.64919	MQ
MFD02579.bin.2.46	20.67832	MQ
MFD02579.bin.2.49	11.364	MQ
MFD02579.bin.2.5	30.64222	MQ
MFD02579.bin.2.51	12.18343	MQ
MFD02579.bin.2.52	22.68285	MQ
MFD02579.bin.2.54	11.85894	MQ
MFD02579.bin.2.56	14.47216	MQ
MFD02579.bin.2.64	23.06722	MQ
MFD02579.bin.2.68	87.79842	MQ
MFD02579.bin.2.7	21.87399	MQ
MFD02579.bin.2.70	26.13572	MQ
MFD02579.bin.2.73	32.45897	MQ
MFD02579.bin.2.78	20.16495	MQ
MFD02579.bin.2.79	22.44513	MQ
MFD02579.bin.2.83	18.03054	MQ
MFD02579.bin.3.105	16.40899	MQ
MFD02579.bin.3.2	13.70547	MQ
MFD02579.bin.3.20	249.5552	MQ
MFD02579.bin.4.12	9.913181	MQ
MFD02581.bin.1.108	47.40107	MQ
MFD02581.bin.1.121	29.59987	MQ
MFD02581.bin.1.161	80.45216	MQ
MFD02581.bin.1.164	36.9699	MQ
MFD02581.bin.1.171	25.94669	MQ
MFD02581.bin.1.174	38.30515	MQ
MFD02581.bin.1.19	21.00246	MQ
MFD02581.bin.1.212	20.5386	MQ
MFD02581.bin.1.242	43.13027	MQ
MFD02581.bin.1.27	32.2257	MQ
MFD02581.bin.1.281	57.28435	MQ
MFD02581.bin.1.3	51.25768	MQ
MFD02581.bin.1.73	31.41093	MQ
MFD02581.bin.1.85	17.30019	MQ
MFD02581.bin.1.89	60.76081	MQ
MFD02581.bin.1.91	49.25375	MQ
MFD02581.bin.1.98	40.06151	MQ
MFD02581.bin.2.1	23.76154	MQ
MFD02581.bin.2.107	26.46855	MQ
MFD02581.bin.2.12	25.741	MQ
MFD02581.bin.2.120	28.26413	MQ
MFD02581.bin.2.121	33.43627	MQ
MFD02581.bin.2.122	36.32951	MQ
MFD02581.bin.2.124	193.4238	MQ
MFD02581.bin.2.125	18.06378	MQ
MFD02581.bin.2.127	51.61339	MQ
MFD02581.bin.2.128	19.90694	MQ
MFD02581.bin.2.13	12.01163	MQ
MFD02581.bin.2.130	26.25238	MQ
MFD02581.bin.2.132	100.1674	MQ
MFD02581.bin.2.133	14.48917	MQ
MFD02581.bin.2.134	234.9584	MQ
MFD02581.bin.2.137	17.42638	MQ
MFD02581.bin.2.138	25.57572	MQ
MFD02581.bin.2.14	16.49605	MQ
MFD02581.bin.2.140	18.55399	MQ
MFD02581.bin.2.143	19.19978	MQ
MFD02581.bin.2.144	43.67026	MQ
MFD02581.bin.2.145	10.70505	MQ
MFD02581.bin.2.146	16.24556	MQ
MFD02581.bin.2.147	27.1186	MQ
MFD02581.bin.2.148	18.74428	MQ
MFD02581.bin.2.149	19.55774	MQ
MFD02581.bin.2.15	17.46968	MQ
MFD02581.bin.2.151	21.74776	MQ
MFD02581.bin.2.152	212.2637	MQ
MFD02581.bin.2.153	23.04349	MQ
MFD02581.bin.2.154	13.51101	MQ
MFD02581.bin.2.156	177.7169	MQ
MFD02581.bin.2.159	33.61383	MQ
MFD02581.bin.2.160	24.39286	MQ
MFD02581.bin.2.161	17.24592	MQ
MFD02581.bin.2.164	22.92383	MQ
MFD02581.bin.2.166	14.09147	MQ
MFD02581.bin.2.167	19.20063	MQ
MFD02581.bin.2.169	15.34831	MQ
MFD02581.bin.2.17	16.62993	MQ
MFD02581.bin.2.172	19.65785	MQ
MFD02581.bin.2.178	32.50753	MQ
MFD02581.bin.2.179	86.21436	MQ
MFD02581.bin.2.180	14.13909	MQ
MFD02581.bin.2.182	20.6957	MQ
MFD02581.bin.2.183	96.40192	MQ
MFD02581.bin.2.193	14.93561	MQ
MFD02581.bin.2.195	25.62624	MQ
MFD02581.bin.2.196	31.62031	MQ
MFD02581.bin.2.198	24.001	MQ
MFD02581.bin.2.199	16.87569	MQ
MFD02581.bin.2.2	19.89524	MQ
MFD02581.bin.2.20	14.9563	MQ
MFD02581.bin.2.200	34.99356	MQ
MFD02581.bin.2.202	15.82227	MQ
MFD02581.bin.2.203	21.56256	MQ
MFD02581.bin.2.204	23.52057	MQ
MFD02581.bin.2.205	14.87866	MQ
MFD02581.bin.2.206	19.92084	MQ
MFD02581.bin.2.207	16.4639	MQ
MFD02581.bin.2.209	16.41576	MQ
MFD02581.bin.2.211	24.13065	MQ
MFD02581.bin.2.213	76.88064	MQ
MFD02581.bin.2.214	38.63038	MQ
MFD02581.bin.2.22	26.35047	MQ
MFD02581.bin.2.29	15.76106	MQ
MFD02581.bin.2.31	19.12137	MQ
MFD02581.bin.2.36	22.13637	MQ
MFD02581.bin.2.39	21.85611	MQ
MFD02581.bin.2.4	15.98693	MQ
MFD02581.bin.2.40	33.49562	MQ
MFD02581.bin.2.41	28.66353	MQ
MFD02581.bin.2.42	40.98221	MQ
MFD02581.bin.2.43	12.7834	MQ
MFD02581.bin.2.44	28.76052	MQ
MFD02581.bin.2.45	16.73289	MQ
MFD02581.bin.2.46	26.71286	MQ
MFD02581.bin.2.48	19.57296	MQ
MFD02581.bin.2.49	17.58793	MQ
MFD02581.bin.2.50	19.43763	MQ
MFD02581.bin.2.51	14.50669	MQ
MFD02581.bin.2.54	42.8511	MQ
MFD02581.bin.2.55	20.989	MQ
MFD02581.bin.2.57	18.41553	MQ
MFD02581.bin.2.58	14.50317	MQ
MFD02581.bin.2.59	16.54038	MQ
MFD02581.bin.2.60	17.54876	MQ
MFD02581.bin.2.62	22.38004	MQ
MFD02581.bin.2.64	31.80164	MQ
MFD02581.bin.2.65	15.80005	MQ
MFD02581.bin.2.66	15.27885	MQ
MFD02581.bin.2.68	32.33768	MQ
MFD02581.bin.2.69	25.70973	MQ
MFD02581.bin.2.7	30.49683	MQ
MFD02581.bin.2.70	28.78548	MQ
MFD02581.bin.2.72	28.66857	MQ
MFD02581.bin.2.73	29.36462	MQ
MFD02581.bin.2.75	53.11197	MQ
MFD02581.bin.2.76	19.17798	MQ
MFD02581.bin.2.79	70.05497	MQ
MFD02581.bin.2.82	16.28832	MQ
MFD02581.bin.2.85	18.62108	MQ
MFD02581.bin.2.86	18.72001	MQ
MFD02581.bin.2.87	13.02501	MQ
MFD02581.bin.2.90	20.08114	MQ
MFD02581.bin.2.93	107.0462	MQ
MFD02581.bin.2.95	16.40423	MQ
MFD02581.bin.2.97	20.07842	MQ
MFD02581.bin.3.113	13.28205	MQ
MFD02581.bin.3.13	22.84999	MQ
MFD02581.bin.3.133	18.20446	MQ
MFD02581.bin.3.14	14.29936	MQ
MFD02581.bin.3.146	99.0423	MQ
MFD02581.bin.3.147	62.20501	MQ
MFD02581.bin.3.151	131.1578	MQ
MFD02581.bin.3.159	26.3567	MQ
MFD02581.bin.3.173	24.38574	MQ
MFD02581.bin.3.268	15.02905	MQ
MFD02581.bin.3.271	29.76241	MQ
MFD02581.bin.3.276	38.67852	MQ
MFD02581.bin.3.312	22.71737	MQ
MFD02581.bin.3.326	13.92879	MQ
MFD02581.bin.3.33	20.47781	MQ
MFD02581.bin.3.389	21.35186	MQ
MFD02581.bin.3.391	45.9796	MQ
MFD02581.bin.3.41	16.36613	MQ
MFD02581.bin.3.435	22.56762	MQ
MFD02581.bin.3.467	17.36118	MQ
MFD02581.bin.3.53	43.33022	MQ
MFD02581.bin.3.61	27.9838	MQ
MFD02581.bin.3.92	15.23175	MQ
MFD02581.bin.3.93	31.7508	MQ
MFD02671.bin.2.100	17.97866	MQ
MFD02671.bin.2.104	37.36068	MQ
MFD02671.bin.2.13	55.85547	MQ
MFD02671.bin.2.19	20.70116	MQ
MFD02671.bin.2.22	29.53948	MQ
MFD02671.bin.2.32	20.56572	MQ
MFD02671.bin.2.36	26.99825	MQ
MFD02671.bin.2.38	20.0541	MQ
MFD02671.bin.2.45	31.25471	MQ
MFD02671.bin.2.46	18.76962	MQ
MFD02671.bin.2.50	16.91569	MQ
MFD02671.bin.2.58	15.25688	MQ
MFD02671.bin.2.59	103.7775	MQ
MFD02671.bin.2.62	18.26592	MQ
MFD02671.bin.2.63	25.05435	MQ
MFD02671.bin.2.76	42.38532	MQ
MFD02671.bin.2.82	29.0864	MQ
MFD02671.bin.2.83	16.66741	MQ
MFD02671.bin.2.9	27.47682	MQ
MFD02671.bin.2.90	24.70318	MQ
MFD02671.bin.2.98	23.76298	MQ
MFD02671.bin.2.99	13.61383	MQ
MFD02671.bin.3.111	26.89879	MQ
MFD02671.bin.3.178	20.94039	MQ
MFD02671.bin.3.195	28.51058	MQ
MFD02671.bin.3.216	15.34698	MQ
MFD02671.bin.3.52	42.40771	MQ
MFD02671.bin.3.6	17.39435	MQ
MFD02809.bin.1.200	18.30272	MQ
MFD02809.bin.1.41	53.64585	MQ
MFD02809.bin.1.68	17.66935	MQ
MFD02809.bin.1.70	25.01838	MQ
MFD02809.bin.2.1	33.68341	MQ
MFD02809.bin.2.10	31.0215	MQ
MFD02809.bin.2.101	12.01365	MQ
MFD02809.bin.2.102	21.4938	MQ
MFD02809.bin.2.107	33.22892	MQ
MFD02809.bin.2.111	20.25501	MQ
MFD02809.bin.2.119	21.45405	MQ
MFD02809.bin.2.124	23.44421	MQ
MFD02809.bin.2.128	16.28379	MQ
MFD02809.bin.2.139	22.70809	MQ
MFD02809.bin.2.15	19.38591	MQ
MFD02809.bin.2.16	21.84997	MQ
MFD02809.bin.2.174	22.86176	MQ
MFD02809.bin.2.179	59.24437	MQ
MFD02809.bin.2.180	18.37658	MQ
MFD02809.bin.2.181	36.84678	MQ
MFD02809.bin.2.188	9.097813	MQ
MFD02809.bin.2.194	34.00961	MQ
MFD02809.bin.2.197	29.06337	MQ
MFD02809.bin.2.204	18.54057	MQ
MFD02809.bin.2.206	25.92316	MQ
MFD02809.bin.2.209	30.77447	MQ
MFD02809.bin.2.210	36.14689	MQ
MFD02809.bin.2.211	15.36443	MQ
MFD02809.bin.2.213	15.65192	MQ
MFD02809.bin.2.224	19.14205	MQ
MFD02809.bin.2.225	13.78167	MQ
MFD02809.bin.2.228	24.44286	MQ
MFD02809.bin.2.230	28.33589	MQ
MFD02809.bin.2.232	16.70278	MQ
MFD02809.bin.2.233	26.54738	MQ
MFD02809.bin.2.237	14.61082	MQ
MFD02809.bin.2.238	21.12007	MQ
MFD02809.bin.2.24	15.4937	MQ
MFD02809.bin.2.240	32.27203	MQ
MFD02809.bin.2.243	22.90693	MQ
MFD02809.bin.2.247	14.42012	MQ
MFD02809.bin.2.249	27.85656	MQ
MFD02809.bin.2.25	31.46123	MQ
MFD02809.bin.2.265	29.45936	MQ
MFD02809.bin.2.267	13.95288	MQ
MFD02809.bin.2.268	28.54976	MQ
MFD02809.bin.2.271	24.42875	MQ
MFD02809.bin.2.278	124.2241	MQ
MFD02809.bin.2.279	21.90227	MQ
MFD02809.bin.2.285	12.91517	MQ
MFD02809.bin.2.299	30.96419	MQ
MFD02809.bin.2.302	13.00233	MQ
MFD02809.bin.2.305	21.4615	MQ
MFD02809.bin.2.313	20.24679	MQ
MFD02809.bin.2.314	25.9489	MQ
MFD02809.bin.2.319	33.917	MQ
MFD02809.bin.2.332	25.95721	MQ
MFD02809.bin.2.335	31.70683	MQ
MFD02809.bin.2.39	23.78018	MQ
MFD02809.bin.2.4	11.25881	MQ
MFD02809.bin.2.45	14.36304	MQ
MFD02809.bin.2.5	22.92302	MQ
MFD02809.bin.2.57	22.48592	MQ
MFD02809.bin.2.60	17.5448	MQ
MFD02809.bin.2.7	10.97032	MQ
MFD02809.bin.2.71	25.32056	MQ
MFD02809.bin.2.75	15.28515	MQ
MFD02809.bin.2.78	13.22087	MQ
MFD02809.bin.2.80	16.114	MQ
MFD02809.bin.2.82	18.19161	MQ
MFD02809.bin.2.83	16.43532	MQ
MFD02809.bin.2.84	20.65193	MQ
MFD02809.bin.2.86	18.02847	MQ
MFD02809.bin.2.89	20.87756	MQ
MFD02809.bin.2.90	13.87661	MQ
MFD02809.bin.2.91	38.00967	MQ
MFD02809.bin.2.92	20.99444	MQ
MFD02809.bin.2.93	34.48774	MQ
MFD02809.bin.2.94	24.85537	MQ
MFD02809.bin.2.98	14.72037	MQ
MFD02809.bin.3.105	14.69983	MQ
MFD02809.bin.3.107	16.67004	MQ
MFD02809.bin.3.108	20.45237	MQ
MFD02809.bin.3.167	11.38151	MQ
MFD02809.bin.3.174	19.34364	MQ
MFD02809.bin.3.248	14.78763	MQ
MFD02809.bin.3.360	35.23853	MQ
MFD02809.bin.3.45	29.49125	MQ
MFD02809.bin.3.52	34.32787	MQ
MFD02809.bin.3.578	20.21034	MQ
MFD02809.bin.3.7	11.21115	MQ
MFD02809.bin.3.94	15.60032	MQ
MFD02809.bin.4.106	33.91193	MQ
MFD02809.bin.4.199	24.15577	MQ
MFD02832.bin.1.133	21.09428	MQ
MFD02832.bin.1.153	12.41418	MQ
MFD02832.bin.1.23	37.72099	MQ
MFD02832.bin.1.76	61.30542	MQ
MFD02832.bin.2.101	31.02027	MQ
MFD02832.bin.2.104	19.26291	MQ
MFD02832.bin.2.106	26.77293	MQ
MFD02832.bin.2.108	18.4549	MQ
MFD02832.bin.2.109	17.40671	MQ
MFD02832.bin.2.11	34.52508	MQ
MFD02832.bin.2.110	26.17656	MQ
MFD02832.bin.2.114	43.25104	MQ
MFD02832.bin.2.118	16.03468	MQ
MFD02832.bin.2.119	159.7035	MQ
MFD02832.bin.2.12	37.21237	MQ
MFD02832.bin.2.121	22.0691	MQ
MFD02832.bin.2.122	30.08165	MQ
MFD02832.bin.2.125	18.47193	MQ
MFD02832.bin.2.126	17.77404	MQ
MFD02832.bin.2.127	18.21193	MQ
MFD02832.bin.2.128	32.55095	MQ
MFD02832.bin.2.129	1056.958	MQ
MFD02832.bin.2.13	26.48041	MQ
MFD02832.bin.2.134	34.68318	MQ
MFD02832.bin.2.16	42.09751	MQ
MFD02832.bin.2.17	52.62546	MQ
MFD02832.bin.2.19	17.71174	MQ
MFD02832.bin.2.2	13.67488	MQ
MFD02832.bin.2.24	106.413	MQ
MFD02832.bin.2.31	23.02152	MQ
MFD02832.bin.2.33	45.66742	MQ
MFD02832.bin.2.35	21.56987	MQ
MFD02832.bin.2.38	25.41002	MQ
MFD02832.bin.2.39	31.55116	MQ
MFD02832.bin.2.40	40.3725	MQ
MFD02832.bin.2.42	35.01946	MQ
MFD02832.bin.2.44	22.51389	MQ
MFD02832.bin.2.45	18.71095	MQ
MFD02832.bin.2.46	23.4794	MQ
MFD02832.bin.2.5	12.04072	MQ
MFD02832.bin.2.6	30.875	MQ
MFD02832.bin.2.60	23.47247	MQ
MFD02832.bin.2.61	40.46569	MQ
MFD02832.bin.2.62	26.18088	MQ
MFD02832.bin.2.63	36.02152	MQ
MFD02832.bin.2.64	24.81598	MQ
MFD02832.bin.2.65	15.13892	MQ
MFD02832.bin.2.68	22.1838	MQ
MFD02832.bin.2.69	28.78419	MQ
MFD02832.bin.2.70	16.61104	MQ
MFD02832.bin.2.71	10.74803	MQ
MFD02832.bin.2.72	11.22049	MQ
MFD02832.bin.2.73	16.68442	MQ
MFD02832.bin.2.75	19.09154	MQ
MFD02832.bin.2.77	33.07164	MQ
MFD02832.bin.2.78	195.8239	MQ
MFD02832.bin.2.8	29.67883	MQ
MFD02832.bin.2.83	43.16406	MQ
MFD02832.bin.2.84	21.60069	MQ
MFD02832.bin.2.85	14.74515	MQ
MFD02832.bin.2.87	22.06318	MQ
MFD02832.bin.2.91	21.74507	MQ
MFD02832.bin.2.94	24.28552	MQ
MFD02832.bin.2.96	60.68862	MQ
MFD02832.bin.2.99	23.59086	MQ
MFD02832.bin.3.10	14.23389	MQ
MFD02832.bin.3.105	14.02502	MQ
MFD02832.bin.3.117	86.90275	MQ
MFD02832.bin.3.130	20.86751	MQ
MFD02832.bin.3.132	82.74525	MQ
MFD02832.bin.3.194	17.03569	MQ
MFD02832.bin.3.201	10.64923	MQ
MFD02832.bin.3.209	16.2409	MQ
MFD02832.bin.3.230	40.66167	MQ
MFD02832.bin.3.234	23.70505	MQ
MFD02832.bin.3.239	47.2692	MQ
MFD02832.bin.3.242	13.86651	MQ
MFD02832.bin.3.246	20.16688	MQ
MFD02832.bin.3.255	12.92662	MQ
MFD02832.bin.3.45	27.37092	MQ
MFD02832.bin.3.64	19.82471	MQ
MFD02832.bin.3.67	67.35653	MQ
MFD02832.bin.3.68	59.42127	MQ
MFD02832.bin.3.86	17.51295	MQ
MFD02832.bin.3.92	14.75804	MQ
MFD02832.bin.4.16	19.98971	MQ
MFD02840.bin.1.275	94.61875	MQ
MFD02840.bin.1.427	23.63935	MQ
MFD02840.bin.2.1	20.7656	MQ
MFD02840.bin.2.100	31.39071	MQ
MFD02840.bin.2.101	16.22707	MQ
MFD02840.bin.2.102	25.23706	MQ
MFD02840.bin.2.105	40.95602	MQ
MFD02840.bin.2.106	31.14605	MQ
MFD02840.bin.2.108	21.94753	MQ
MFD02840.bin.2.11	20.47727	MQ
MFD02840.bin.2.110	14.299	MQ
MFD02840.bin.2.111	19.43883	MQ
MFD02840.bin.2.112	22.53683	MQ
MFD02840.bin.2.115	59.32856	MQ
MFD02840.bin.2.12	19.58892	MQ
MFD02840.bin.2.120	14.61355	MQ
MFD02840.bin.2.122	33.08676	MQ
MFD02840.bin.2.126	104.4719	MQ
MFD02840.bin.2.14	24.30058	MQ
MFD02840.bin.2.144	17.01919	MQ
MFD02840.bin.2.15	15.46183	MQ
MFD02840.bin.2.151	28.3402	MQ
MFD02840.bin.2.158	20.42197	MQ
MFD02840.bin.2.161	15.81075	MQ
MFD02840.bin.2.166	21.06624	MQ
MFD02840.bin.2.168	27.46588	MQ
MFD02840.bin.2.17	26.83639	MQ
MFD02840.bin.2.170	30.66112	MQ
MFD02840.bin.2.171	80.40041	MQ
MFD02840.bin.2.172	26.83379	MQ
MFD02840.bin.2.173	45.1423	MQ
MFD02840.bin.2.176	29.64603	MQ
MFD02840.bin.2.178	18.12644	MQ
MFD02840.bin.2.180	56.21428	MQ
MFD02840.bin.2.181	43.89569	MQ
MFD02840.bin.2.183	17.37451	MQ
MFD02840.bin.2.184	22.20561	MQ
MFD02840.bin.2.185	21.04633	MQ
MFD02840.bin.2.188	68.1534	MQ
MFD02840.bin.2.189	98.34525	MQ
MFD02840.bin.2.191	29.35522	MQ
MFD02840.bin.2.192	22.66251	MQ
MFD02840.bin.2.193	20.77576	MQ
MFD02840.bin.2.2	19.25855	MQ
MFD02840.bin.2.203	34.33052	MQ
MFD02840.bin.2.205	21.99767	MQ
MFD02840.bin.2.207	21.07121	MQ
MFD02840.bin.2.208	59.94956	MQ
MFD02840.bin.2.212	21.83798	MQ
MFD02840.bin.2.217	16.97947	MQ
MFD02840.bin.2.220	22.50144	MQ
MFD02840.bin.2.222	16.51354	MQ
MFD02840.bin.2.225	23.03644	MQ
MFD02840.bin.2.226	35.72249	MQ
MFD02840.bin.2.227	51.39481	MQ
MFD02840.bin.2.230	15.04923	MQ
MFD02840.bin.2.238	30.64036	MQ
MFD02840.bin.2.242	39.43145	MQ
MFD02840.bin.2.243	30.2718	MQ
MFD02840.bin.2.246	16.49627	MQ
MFD02840.bin.2.247	24.13995	MQ
MFD02840.bin.2.248	34.75417	MQ
MFD02840.bin.2.249	27.31797	MQ
MFD02840.bin.2.253	12.86616	MQ
MFD02840.bin.2.254	19.02425	MQ
MFD02840.bin.2.259	13.39524	MQ
MFD02840.bin.2.261	28.97209	MQ
MFD02840.bin.2.263	23.63682	MQ
MFD02840.bin.2.265	27.10306	MQ
MFD02840.bin.2.267	22.57881	MQ
MFD02840.bin.2.271	34.37948	MQ
MFD02840.bin.2.275	16.56054	MQ
MFD02840.bin.2.276	20.36263	MQ
MFD02840.bin.2.278	43.52728	MQ
MFD02840.bin.2.282	30.34212	MQ
MFD02840.bin.2.284	16.32697	MQ
MFD02840.bin.2.285	36.63024	MQ
MFD02840.bin.2.286	15.22695	MQ
MFD02840.bin.2.287	20.78688	MQ
MFD02840.bin.2.288	46.44453	MQ
MFD02840.bin.2.290	21.86015	MQ
MFD02840.bin.2.292	48.38259	MQ
MFD02840.bin.2.299	28.16241	MQ
MFD02840.bin.2.30	114.415	MQ
MFD02840.bin.2.300	16.49438	MQ
MFD02840.bin.2.303	16.98553	MQ
MFD02840.bin.2.307	51.14775	MQ
MFD02840.bin.2.308	34.44715	MQ
MFD02840.bin.2.309	20.38411	MQ
MFD02840.bin.2.31	13.44854	MQ
MFD02840.bin.2.310	29.59413	MQ
MFD02840.bin.2.311	20.14235	MQ
MFD02840.bin.2.312	22.25392	MQ
MFD02840.bin.2.317	15.98928	MQ
MFD02840.bin.2.32	38.31591	MQ
MFD02840.bin.2.321	16.36107	MQ
MFD02840.bin.2.323	14.96478	MQ
MFD02840.bin.2.325	17.4615	MQ
MFD02840.bin.2.327	19.93073	MQ
MFD02840.bin.2.33	27.97592	MQ
MFD02840.bin.2.330	25.81402	MQ
MFD02840.bin.2.331	27.87181	MQ
MFD02840.bin.2.333	71.48573	MQ
MFD02840.bin.2.336	56.97148	MQ
MFD02840.bin.2.34	17.58166	MQ
MFD02840.bin.2.36	31.52469	MQ
MFD02840.bin.2.37	59.30125	MQ
MFD02840.bin.2.38	20.70025	MQ
MFD02840.bin.2.39	23.3224	MQ
MFD02840.bin.2.41	15.77576	MQ
MFD02840.bin.2.47	54.89553	MQ
MFD02840.bin.2.48	19.77912	MQ
