cluster	cluster_qual	OWC	MFD-SR	TPMC	MFD-LR	GEM	SMAG	RBG	SPIRE
SRR8879133rbin.69	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486735	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879133rbin.23	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879133rbin.52	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879133rbin.8	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486742	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879133rbin.55	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486775	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879133rbin.26	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486786	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01486789	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879132rbin.13	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879133rbin.42	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486796	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879133rbin.28	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486816	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486818	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486827	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879133rbin.60	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486841	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01486845	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879133rbin.25	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486857	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486859	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.15	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486890	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879132rbin.70	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.63	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.8	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.26	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486912	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879132rbin.16	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.12	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.5	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.40	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.64	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486924	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01486933	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.49	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.20	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486942	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.3	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486950	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486960	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486965	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486968	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486970	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.51	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.68	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486980	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486990	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01486993	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879132rbin.57	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487002	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879132rbin.4	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487008	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879133rbin.53	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487016	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879132rbin.59	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.6	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.41	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.20	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.55	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.32	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.43	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487090	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.16	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487105	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.35	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.7	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487116	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879137rbin.39	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487120	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487124	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.49	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.45	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487137	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487141	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487142	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879137rbin.23	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.31	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.28	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.15	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.18	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.52	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487168	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879135rbin.50	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.44	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487180	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.53	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.34	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.8	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487215	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879137rbin.51	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487223	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487224	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487227	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.56	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.17	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487241	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487243	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487245	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487252	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879137rbin.29	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487255	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.73	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487265	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487273	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487278	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8879132rbin.36	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487300	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487304	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487322	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881008rbin.24	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487328	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487330	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487333	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487334	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487337	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR7004340rbin.18	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487343	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487364	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487365	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487368	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487369	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8881010rbin.14	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487390	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487398	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01487401	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.54	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.49	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487410	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.23	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487414	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.19	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.21	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487435	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.71	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487444	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.7	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.61	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.76	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.37	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487469	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487473	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487475	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487491	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.10	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.64	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487502	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487506	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
SRR8881006rbin.79	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487513	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.35	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487519	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.72	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8879131rbin.41	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487537	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487542	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.34	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.38	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01487546	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.68	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
SRR8881006rbin.77	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE
spire_mag_01488096	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01490246	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01490347	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01490412	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01490589	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01490790	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01491362	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01495166	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01495202	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01496450	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01496454	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01499615	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01500643	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01500673	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01501097	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01502561	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01504162	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01506338	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01511308	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01514292	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01514534	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01514558	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01515639	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01518356	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01519294	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01519474	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01520723	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01520764	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01520770	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01520900	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01521650	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01521653	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01521942	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01521956	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522036	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522152	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522305	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522510	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522659	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522681	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522916	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522924	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522939	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01522986	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01523221	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01523381	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01523429	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01523586	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01523742	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01523806	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01523923	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01524215	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01524657	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01524689	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01524852	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01525027	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01526954	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01529445	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01535691	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536707	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536709	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536806	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536814	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536825	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536834	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536839	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536861	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536874	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536875	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536882	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536885	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536892	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536893	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536897	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536910	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536913	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536925	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536941	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536967	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536968	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01536997	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537037	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537043	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537049	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537073	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537078	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537101	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537128	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537137	HQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537166	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
spire_mag_01537177	MQ	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE
