cluster	cluster_qual	OWC	MFD-SR	TPMC	MFD-LR	GEM	SMAG	RBG	SPIRE
MFD02472.bin.2.73	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02472.bin.2.9	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02472.bin.3.114	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02472.bin.3.206	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02472.bin.3.240	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02472.bin.3.252	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02472.bin.3.75	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.106	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.11	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.110	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.114	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.115	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.12	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.14	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.15	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.16	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.26	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.29	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.39	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.4	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.50	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.51	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.54	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.65	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.71	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.1.77	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.11	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.12	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.17	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.2	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.28	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.29	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.30	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.32	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.34	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.36	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.4	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.40	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
MFD02579.bin.2.41	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.42	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.46	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE
MFD02579.bin.2.49	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.5	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.51	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.52	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.54	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.56	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.64	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.68	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.7	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.70	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.73	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.78	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.79	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.2.83	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.3.105	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.3.2	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02579.bin.4.12	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.1	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.10	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.105	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.108	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.11	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.116	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.138	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.145	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.149	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.161	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.162	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.164	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.167	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.168	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.171	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.174	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.176	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.182	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.187	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.188	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.193	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.196	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.2	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.20	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.200	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.203	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.209	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.212	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.216	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.222	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.225	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.234	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.237	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.242	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.244	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.259	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.268	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.27	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.270	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.271	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.277	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.279	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.281	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.282	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.29	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.3	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.31	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MFD02581.bin.1.32	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.4	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.41	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.52	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.56	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.61	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.63	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.67	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.69	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.72	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.73	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.85	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.86	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.89	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.91	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.1.98	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.1	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.107	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.12	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.121	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.122	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.125	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.127	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.128	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.13	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.130	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.133	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.137	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.138	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.14	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.140	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.143	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.145	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.146	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.147	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.148	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.149	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.15	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.150	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.151	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.153	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.154	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.159	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.160	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.161	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.164	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.166	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.167	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.169	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.17	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.172	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.178	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.179	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.180	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.182	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.183	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.193	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.195	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.196	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.198	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.199	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.2	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.20	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.200	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.202	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.203	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.204	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.205	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.206	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.207	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.209	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.210	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.211	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.213	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.214	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.22	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.25	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.29	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.30	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.31	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.36	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.39	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.4	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.40	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.41	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.43	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.44	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.45	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.46	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.47	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.48	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.50	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.51	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.54	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.55	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.57	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.58	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.59	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.60	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.62	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.64	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.65	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.66	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
spire_mag_02291730	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE
MFD02581.bin.2.69	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.7	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.70	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.72	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.73	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.75	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.76	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.79	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.82	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.85	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.86	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.87	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.90	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.93	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.95	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.2.97	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.113	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.121	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.13	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.133	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.14	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.146	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.147	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.159	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.173	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.268	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.271	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.312	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.326	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.33	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.38	HQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.389	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.391	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.41	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
MFD02581.bin.3.435	MQ	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE
